en,hmr
"a cloth, cloth",Puon (n)
a tent,Puon in (n)
a canvas shoe,Puon pheikhok (n)
washing of clothes,Puon sawp (v)
"washerman, washerwoman, those who wash cloth as a profession",Puon sawptu (n)
stitching,Puon thrui (v)
to wrap a cloth by women,Puonbi (v)
a short petticoat or kilt,Puonbil (n)
a weaving machine with partly woven cloth,Puonbu (n)
a Sunday best shawls,Puonchei (n)
a blanket type shawl,Puonchil (n)
a Hmar traditional black shawl,Puondum (n)
"to tell of, to make known, to expose, to reveal, to announce",Puong (v)
"to spread a message, broadcast",Puongdar (v)
"declaration, announcement",Puongdarna (n)
"to reveal out, to proclaim, to announce",Puongsuok (v)
revelation,Puongsuokna (n)
secret,Puonhnuoi thu (n)
a secret known by only one,Puonhnuoi zang lîk (phrase)
to set up a tent,Puonin zar (v)
a Hmar traditional shawl,Puonkernei (n)
a woman’s loin loom,Puonkol (n)
a Hmar traditional shawl,Puonlaikhik (n)
the grandest Hmar traditional shawl worn by women,Puonlaisen (n)
a lesser form of ‘puonlaisen’ for young girls,Puonlaisente (n)
an item in traditional woman hand weaving,Puonnangna (n)
an iron,Puonnawtna (n)
a bed sheet,Puonpha (n)
a Hmar traditional shawl,Puonphok (n)
a shawl used to carry a child or baby,Puonpuok (n)
a Hmar traditional blanket or mattress of the highest made,Puonri (n)
a variety of ‘puonri’,Puonrichal (n)
a variety of ‘puonri’,Puonripui (n)
smaller type of ‘puonri’,Puonrite (n)
a Hmar traditional shawl,Puonropui (n)
the small left out portion of hand-woven shawl – cut off from the finished product and rejoint by young girls for their ‘tatebem’,Puonsum (n)
a woman’s clipper (usually a porcupine’s hair),Puonsun (n)
sewing machine,Puonthruina khawl (n)
a tailor,Puonthruitu (n)
bedding,Puonthuo (n)
"a rag, an old piece of cloth",Puontriek (n)
to discard like a torn cloth,Puontriek hnawla hnawl (v)
flag,Puonzar (n)
a curtain,Puonzar (n)
"spurious, pseudo",Puopa (adj)
"swollen, blister",Puor (v)
the sound of a gun fire,Pup (adv)
"soft, not tough",Pupinduong (adj)
to ask for and obtain (anything which one is in need of),Pur (v)
"to thrust the arm into (as a hole, coat-sleeve, etc)",Pur (v)
the painful and agonizing chasm felt by the near and dears of one who died,Pûr (n)
"battling the painful and agonizing chasm felt by the near and dears of one who died, a deep and painful mourning",Pûr do (v)
name of a Hmar kindred (unau-suopui) tribe settled in Manipur,Purum (n)
the generic name of onion,Purun (n)
spring onion,Purun hnaphek (n)
red onion,Purûn sen (n)
garlic,Purûn var (n)
edible spring onion roots,Purun zung (n)
a Hmar Leiri sub clan,Puruolte (n)
a portion a Hmar bride price given to the girl’s maternal grandfather or uncle,Pusum (n)
"to fall through, to leak out, to trickle (water); to slip off, to slip out",Pût (v)
"to carry on the shoulder, or in the mouth (as dog)",Put (v)
to slip out,Put suok (v)
to fall through,Put thla (v)
an old man,Putar (n)
one’s mother’s brothers,Pute (n)
the grandfather and the grandson,Putu (n)
a traditional wine or rice beer offered to public by the maternal uncles of a deceased,Puzu (n)
