en,hmr
a Hmar Leiri sub clan,Thlandar (n)
"to choose, to select",Thlang (v)
"the west, western",Thlang (n)
"below, lower down",Thlang (prpn)
"lower, down, below",Thlang met ah (prpn)
"western, towards west, westward; lower side, downward",Thlang tieng (adj)
to migrate westward,Thlang tla (adv)
"below, lower down",Thlangah (prep)
name of a species of bird,Thlangawm (n)
the name of a beetle with a pungent odour,Thlangdar (n)
a Hmar Faihriem sub clan,Thlanghnung (n)
name of insect found in large swarm and that feeds on leaves,Thlangnang (n)
the piece of wood or bamboo with which the recess at the bottom of a Hmar grave is closed to prevent refilled soil from direct contact with the corpse when the grave is filled in,Thlankhar (n)
a Hmar traditional shawl,Thlanlampuon (n)
"a burial ground, graveyard, cemetery",Thlanmuol (n)
the day after a burial,Thlannghak (n)
to perspire,Thlansa (v)
"with great difficulty, by sweat and blood, so as to be bathed in sweat due to physical activity",Thlansaphulkai (adv)
the name of a crow like bird,Thlanthla (n)
a mourning program arranged for those who could not go or reach the house of the death before the burial ritual,Thlanthrut (n)
"perspiration, sweat",Thlantui (n)
a traditional ritual performed by a family member of a death person for those who could not attend the burial program,Thlantuibuok (n)
the moon,Thlapa (n)
the scratch visible on the surface of a moon,Thlapa bung thing zar (n)
November,Thlaphal (n)
"to be exceedingly anxious, to be in anguish",Thlaphang (v)
"anxiety, distress, anguish, agony",Thlaphangna (n)
"shelter, protection, refuge",Thlaphen (n)
"in the shelter of, under the protection of",Thlaphenah (adv)
the month of May,Thlaphur (n)
"a bunch of banana, beehive (as of plantains, keys, etc)",Thlar (n)
September,Thlaram (n)
the September month - the month of destruction (Hmars do not get married in this month as it is assumed that those who did it so would face many difficulties and their offspring would also not survive),Thlaram thla (n)
"a spirit, the spirit, the soul",Thlarau (n)
"a spiritual man, a holy man",Thlarau mi (n)
evil spirit,Thlarau suol (n)
"Holy Spirit, Holy Ghost",Thlarau Thienghlim (n)
spiritual,Thlarau tieng (adj)
"grieve, to be grieved",Thlasie (v)
"the cold weather, winter season",Thlasik (n)
the milky-way,Thlasik lam (n)
the winter solstice,Thlasik ni kir (n)
"to leave, to abandon, to forsake, to leave to one's own devices, to leave in the lurch, to let alone",Thlathlam (v)
to be at ease at a place or with someone else,Thlatlum (v)
the month of March,Thlatrau (n)
"an ancestor, a progenitor",Thlatu (n)
the month of April,Thlatun (n)
"not equal in size, height, weight, etc",Thlau (adj)
a Hmar Khawlhring sub clan,Thlaute (n)
"to forsake, to give up",Thlauthla (v)
"to be anxious, to be in anguish, to be in distress",Thlavai (v)
the moon shine,Thlavar (n)
the month of February,Thlavul (n)
a new term for a young woman who is no more married,Thlawi (n)
"few, not many",Thlawm (adj)
"free, with no cost, without price",Thlawn (adj)
"to be in vain, to be fruitless",Thlawn (v)
"to remove from, to pull out",Thlawng (v)
a Hmar Lungtau sub clan,Thlawngate (n)
"cooperate, support, to back up",Thlawp (v)
"supporter, one who back up",Thlawptu (n)
"to distil, to leach, to sprinkle",Thlawr (v)
name of one of the eight dances performed during Sikpui (by children),Thlawram lam (n)
the spread wings (peaceful),Thlazar (n)
under the spread wings (peaceful),Thlazar hnuoiah (adv)
the month of August,Thlazing (n)
"to move on one side (as the body or head), to turn head, to lean on one side (as body or head), to be lopsided",Thle (v)
"to separate, to discriminate, to make a distinction between",Thlei (v)
"to have preference, to show partiality",Thlei bik nei (adj)
"impartial, just, fair",Thlei bik nei lo (adj)
"to be partial, to be prejudiced in favour of",Thleibik (v)
"partiality, discrimination",Thleibikna (v)
a traditional pre-Christian ritual performed on the third day of burial of the deaths and believed to cut a line between the livings and deaths,Thleiriel Khang (n)
"to move on one side (as the body or head), to turn head, to lean on one side (as body or head), to be lopsided",Thlek (v)
"to persuade, to try to persuade, to appease, to pacify",Thlêm (v)
"to beseech, to try hard to persuade",Thlem chiem (adv)
"temptation, trial, persuasion",Thlemna (v)
"to be tempted, to meet temptation",Thlemna tuok (v)
"to succeed in persuading, comforting, appeasing, enticing or tempting",Thlemthlu (v)
"a tempter, one who tempts",Thlemtu (n)
"to change, to exchange, to alter",Thleng (v)
"a plate, a trough",Thleng (n)
"to go through, to pass through, to walk through",Thleng (adv)
one who just go where the plate is shining,Thlèng tlor zuon (n)
Unidentified Flying Object,Thlèng vuong thei (n)
a vegetable serving bowl,Thlengbel (n)
a vegetable serving bowl (brass),Thlengdar (n)
a variety of wild tree,Thlengher (n)
a large plate used for eating meal in the Hmar traditional family or during feast,Thlèngpui (n)
a greenish coloured wild insect,Thlengtle (n)
"to fold up, to bend, to crumple",Thlep (v)
a street between two rows of houses,Thler (n)
"to tear, to split, to rip up, to be torn",Thler (v)
"a split (into four or more pieces) of bamboo, etc",Thlersep (n)
"wind, a breeze, a gale",Thli (n)
blowing of the wind,Thli hrang (v)
"a cyclone, a typhoon, a hurricane, a tornado",Thli sie (n)
free from or sheltered from the wind,Thli up (adj)
a site where the storm is weak,Thli upna tieng (n)
"to snap, to break (as a stick)",Thliek (v)
"to shift, to separate, to divide, to distinguish between, to make a distinction between",Thlier (v)
preference,Thlierbik (v)
to have preference,Thlierbik nei (adv)
"to separate, to differentiate, to classify, to distinguish",Thlierhran (v)
"separation, classification",Thlierhranna (n)
"an island, an isle",Thlierkar (n)
"a breeze, a gentle wind, a zephyr",Thlifim (n)
a Hmar Thiek sub clan,Thlihran (n)
"petromax, a kerosene-fed wind lamp",Thlikhawnvar (n)
"to avoid intentionally, begrudge",Thlim (adj)
"marrow, bone marrow",Thlin (n)
"a wind storm, a cyclone, a gale",Thlipui (n)
"to look at from a distance, to look, to look at",Thlîr (v)
to review,Thlir let (v)
a review,Thlirletna (n)
"spectator, observer, one who views",Thlirtu (n)
"to pour out slowly, to filter, to pour off (as water)",Thlit (v)
to winnow by pouring from a height slowly and allowing the wind to blow away the chaff,Thlitfai (adv)
"to reflect on, to examine, to scrutinize",Thlithlai (v)
"reflection, examination, scrutiny",Thlithlaina (n)
"a strainer, a filter",Thlitna (n)
whirlwind,Thlivir (n)
"to weed, to cut grasses and weeds; to request one to stay back and not to move away or go, to detain",Thlo (v)
the woodpecker,Thlokher (n)
"to excessively try to please someone with good words and deed, to be in good term with, to be friendly with",Thlon (v)
"to appease, to pacify, to mollify (with good words and deed)",Thlon lungawi (v)
"to fall out, to come out (as teeth, horns), to pull out (as tooth)",Thlong (v)
"braided, wreathen, doubled",Thlop (adv)
"cooperate, support, to back up",Thlop (v)
"supporter, one who backs up",Thloptu (n)
"to distil, to leach, to sprinkle, to make saltpetre or lye",Thlor (v)
to fall down in a cold or specific manner,Thlor (adv)
a Hmar Thriek sub clan,Thluchung (n)
"tune, tone",Thlûk (n)
long tune,Thluk sei (n)
short tune,Thluk tawi (n)
"one billion, hundred crore",Thlukledingawn (adj)
"sweet, sweet tasting (like sugar)",Thlum (adj)
"to tie up (as an animal), to fasten",Thlung (v)
"to put up, to lodge, to board",Thlung (v)
a temporary lodging,Thlung in (n)
"to stretch from one place to another (as a wire, rope, etc)",Thlung zom (v)
poetical term for head,Thlunglu (n)
"comment, to give comment",Thluoi (v)
"to put things in a nice way, to express in a felicitous language",Thluoithlum (v)
the brain,Thluok (n)
"good-natured, good-tempered, to be good-natured, etc",Thluok innem (adj)
"across, crossway (near the head)",Thluon (adj)
"to stretch out, to straighten (the leg)",Thluon (v)
"to stretch out, to straighten (the leg)",Thluong (v/adv)
"a row, a line, a rank, a file",Thlur (n)
to pursue for a long distance,Thlur (v)
a fly,Tho (n)
"to get up, to rise",Tho (v)
"to wake up, to rise",Tho har (v)
to be dazed or stupid upon waking from sleep,Tho invet (adj)
"in any case, anyhow, anyway, inspite of everything",Tho tho (adv)
a not up to the mark rice beer or fermented soya,Tho thra lo (n)
"to labour, to work hard, to toil",Thok rim (n)
mosquito,Thokang (n)
a go-between,Thokpalai (n)
the ‘eye-fly’ - a tiny creature which persistently hovers in front of the eye,Thomitsai (n)
"to send, to dispatch",Thon (v)
"to send from one to another, to forward, to send on",Thon sawng (v)
resurrection,Thonawkna (n)
"to send out, to export",Thonsuok (v)
"the name of a small stinging fly, the bite of which is painful",Thophur (n)
the name of a hopping spider which preys on flies,Thosakei (n)
a mosquito,Thosi (n)
a mosquito net,Thosilen (n)
name a variety of fly,Thotel (n)
"energy, activity, movements, behaviour",Thothang (n)
"energetic, active, lively, vigorous",Thothang thra (adj)
"lethargic, sluggish, listless",Thothang thra lo (adj)
"a bluebottle, a blowfly",Thotle (n)
a species of large mosquito,Thotriel (n)
a fly swatter,Thovuokna (n)
"good, well, fine, advantageous, beneficial, well",Thra (adj)
slightly better,Thra deu hlek (v)
better,Thra lem (adj)
"bad, not good",Thra lo (adj)
the best,Thra tak (adj)
"nicely, properly, in the best possible way",Thra takin (adv)
according to ability,Thra tawkin (adv)
"to admire, to appreciate, to be pleased with",Thra ti (v)
"perfect, faultless, excelling in everything",Thrafamkim (adj)
"much, largely, in large quantities, much, a lot, a large quantity; useful, very good, to be useful, etc",Thrahnem (v)
"to be earnest, to be ardent, to be zealous, to be enthusiastic",Thrahnemngai (v)
"earnestness, enthusiasm, zeal",Thrahnemngaina (n)
"not at all, never",Thrak (adv)
"just, only, all",Thral (adv)
the dry season,Thrâl (n)
the groin,Thral (n)
"a winter rain, November rain",Thral ruo (n)
the hottest and driest time of the dry season,Thral vaekchar (n)
youth,Thralai (n)
the youth group or association (esp in church),Thralai pawl (n)
the gland in the groin,Thralbe (n)
"posterity, descendants",Thralbea mi (n)
better,Thralem (adj)
inflamed and swollen of the groin,Thralthro (n)
"to claw, to take up in the fist or fingers",Thrâm (v)
to put or arrange ‘thram’,Thrâm daw (v)
an elevated wooden platform temporarily constructed for woodcutters to have better movement and position in their job at hand or for hunters to wait and watch for their targets,Thrâmte (n)
generation,Thrang (n)
"to grow; to put forth one’s strength; to accompany, to join with, to be one of a company, to form part of, to take part in, to be present, to be added, to add",Thrang (v)
"to be accustomed to, to be used to",Thrang (adv)
generation gap,Thrang dan (n)
"a spell or period of unbroken sleep; a generation, one generation",Thrang khat (n)
"to be firm in one’s resolve, to make a determined resistance",Thrang khaw (v)
to make an effort,Thrang la (v)
"to grow, to grow up",Thrang lien (v)
the first menstrual discharge,Thrang thi (n)
"to band together, to join together, to unite",Thrang tlang (v)
fast and youthful growing,Thrangduong (v)
"to wake up, to be awake",Thranghar (v)
"a place where one stands one’s ground, makes a stand",Thranghmun (n)
"to stand one’s ground, to make a stand, to prepare to stand one’s ground or to make a stand",Thranghmun khaw (adj)
"from birth to maturity, one generation (about 25 years)",Thrangkhat lien (phrase)
a variety of locust,Thrangkhau (n)
"full-grown, matured, to stop growing",Thrangkin (adj)
"that hampers growth, the Achilles heel",Thrangmawbawk (adj)
"to side with, to help",Thrangpui (v)
"assistance, help",Thrangpuina (n)
helper,Thrangpuitu (n)
"to combine, join hands, to unite",Thrangruol (v)
"basis, foothold, reason, excuse, pretext",Thrangsan (n)
"the present generation, a new generation",Thrangthar (n)
mosquito,Thrangthram (n)
"to sift in a ‘leidar’, to winnow",Thrap (v)
"a systematic order, in a full disciplinary manner",Thrap (adv)
good,Thrat (adj)
to show kindness,Thrat insuo (v)
perfection,Thratfamkimna (n)
useful with,Thrathnempui (n)
"goodness, virtue, benevolence",Thratna (n)
"to be better with, to go good with",Thratpui (v)
"to attack or seize suddenly, to frighten, to startle",Thrawng (v)
a whirlwind,Thrawngaleivir (n)
"to part with, to leave, to separate, to divide, to asunder",Thre (v)
leucoderma,Threk (n)
to extinguish or partially extinguish fire,Threl (v)
"to quell, to put a stop to (quarrel, etc)",Threl (v)
"to miss (not to hit, etc)",Threl (adj)
uneven pain or ache,Thremthruom (adj)
"to smile, to grin, to make grimaces",Thren (v)
"some, others, part",Thren (n)
"some, others",Threnkhat (n)
friends,Threnruol (n)
a neighbour,Threnum (n)
"neighbours, acquaintances",Threnum khawveng (n)
to throw open for cultivation or for settlement area,Thret (v)
to divide in a systematic manner,Threthrawp (v)
"a bead, a necklace, a bell worn by cattle",Thri (n)
those in the upper middle group,Thri be (n)
those in the lower category,Thri be lo (n)
a Hmar clan,Thriek (n)
"to demolish, to dismantle",Thriek (v)
"a friend, a companion (for and of women)",Thrien (n)
side by side,Thrieng (adj)
a traditional Hmar women necklace,Thrihna (n)
a needle,Thrim (n)
a pin,Thrim hmor bawk (n)
eye of a needle,Thrim nakuo (n)
"to collect a debt from, to ask for anything owing",Thrin (v)
"stale, cold, not eaten the same time as cooked, to get stale, cold, etc",Thring (adj)
"to kneel, to kneel down, kneeling",Thringthri (v)
a traditional Hmar women necklace,Thrival (n)
a pile or post (under a house),Thrommawl (n)
"to sew, to stitch, a seam",Thrui (v)
the centre line of a stitch,Thruirung (n)
a Hmar traditional shawl,Thruithumpuon (n)
a hoe,Thrul (n)
"to not do a thing, to leave undone, to omit to, not to carry out",Thrul (adj)
"to prevent, to cause or tell not to do or say, to be prevented, etc",Thrul tir (adv)
to bring down a hen after it hatched along with the chickens,Thrum (v)
"a double handful (v), to scoop up with both hands",Thrum (n)
"to augur, to cast lots, augury",Thrum vawr (v)
to sit,Thrung (v)
to sit on the floor with legs across,Thrungbiel (v)
"a seat, a stool, a chair",Thrungna (n)
"a seat, a stool, a chair",Thrungpha (n)
to sit with,Thrungpui (v)
to sit right down,Thrungsop (v)
"to wash or cleanse, to gargle (with water)",Thruo (v)
"to rinse, to swill, to wash out",Thruofai (v)
"to conduct, to lead, to escort, to take with",Thruoi (v)
"suddenly, completely, take as risk and",Thruoi (adv)
kidnap,Thruoihmang (v)
"to lead away, to take on one side",Thruoihrang (v)
"a follower, one who follows others, one’s follower",Thruoihruoi (n)
"leader, conductor, guide",Thruoitu (n)
the main short and big pole that supports a Hmar ‘raised’ village indigenous house,Thruom (n)
to support like a pole supports a house,Thruom ang do (v)
the two split wooden poles wherein ‘tlangkhang’ is placed for cotton reel to be dried under sunshine,Thruomkak (n)
the name of a tree,Thruompui (n)
"the name of a tree, the branch and leaves of which grow in clusters of eight",Thruomriet (n)
"fragile, weak, in bad condition",Thruonawp (adj)
name of a species of a dove bird,Thrurieng (n)
name of a species of a dove bird,Thrusûm (n)
"the foot of (mountain), bases, the stand (lamp)",Thrut (n)
"to set, to place, to install",Thrut (v)
to fire or blow uninterruptedly,Thrût (v)
"a word, a saying, news, statement",Thu (n)
bad or pungent smell,Thu (adj)
"rashly, inconsiderately",Thu dawn lovin (adv)
"to receive information, to get message",Thu hmu (v)
"to give message, to send message",Thu incha (v)
"to summarize, to make a summary",Thu khaikhawm (v)
"a summary, a brief account, a summation",Thu khaikhawmna (n)
"unanimously, with one mind, with one desire",Thu khat vuo in (adv)
good news,Thu lawmum (n)
"prose and poetry, literature",Thu le hla (n)
"to plot, to conspire, to plan; a plot, a conspiracy, a plan",Thu phierruk (v)
important message,Thu poimaw (n)
"to take decision, to decide, to settle dispute",Thu potchat (v)
bad news,Thu sie (n)
"to give a verdict, to pass sentence, to wind up a case, to settle a case",Thu suktluk (adj)
"to keep under one’s control, to control",Thu thua inumtir (v)
rumour (so as to stir up strife),Thu vuongva (n)
"regarding, respecting, with regard to, concerning about",Thuah (prep)
"regarding, respecting, with regard to, concerning about",Thuah (prpn)
"obedient, to be obedient",Thuawi (adj)
disobedient,Thuawi lo (adj)
obedience,Thuawina (n)
one who is obedient,Thuawithei (n)
"the beginning, cause, origin",Thubul (n)
"a dispute, a legal issue, a complaint, a dissension",Thubuoi (n)
message,Thucha (n)
a messenger,Thucha phurtu (n)
truth,Thudik (n)
to speak the truth,Thudik hril (v)
a prefix,Thuhmabet (n)
"alike, same, equal, to be alike, etc.",Thuhmun (adj)
mindful of the future and consequences,Thuhnung dawn (v)
a suffix,Thuhnungbet (n)
"humble, meek, lowly; to be humble, to speak humbly",Thuhnuoirol (adj)
a witness for,Thuhretu (n)
speaker,Thuhriltu (n)
"a grate, a stove, the place enclosed by the three stones which support the pot on a Hmar fireplace",Thuk (n)
"deep, to be deep; adv. deeply",Thûk (adj)
the general theme of a conversation or chat,Thukhawchang (n)
a wood placed horizontally in a grate for the other woods to fall on,Thuklukham (v)
middle path,Thulai (n)
to give a balancing or middle decision,Thulai tan (v)
three,Thum (nmb)
"stale (milk, food, etc.)",Thûm (adj)
"deep low sound, deep bass, husky sound",Thûm (adj)
"word, words",Thumal (n)
every word,Thumal tin (adv)
"to put in (to anything long and narrow such as bottle, etc.), to load (as gun)",Thun (v)
"chorus, refrain (of a song)",Thunawn (v)
to have or receive authority,Thunei (v)
authoritatively,Thunei takin (adv)
authority,Thuneina (n)
"to have power, to have authority",Thuneina nei (v)
"to give power, to give authority, to vest, to empower, to authorise",Thuneina pek (v)
one in authority,Thuneitu (n)
"return, refund",Thung (v)
adverbial suffix,Thung (adv)
"return one’s due, to repay, to avenge",Thungrul (v)
"repayment, revenge, vengeance",Thungrulna (n)
"to bring into subjection, to cause to obey, to break in, to train",Thunun (v)
"discipline, control",Thununna (n)
"doubled, more than one thickness, in layers, one on top of another",Thuo (adj)
"to breathe, to breathe out, to sigh",Thuok (v)
"nearly, almost, on the verge of",Thuok thuok (adv)
"faint, to be sort of breath, to have difficulty in breathing",Thuokinsam (v)
"an ailment of breathing issue, asthma",Thuoksam (n)
"goods, things, property, articles",Thuom (n)
"to give clothes, to provide warmth or items",Thuom (v)
"goods, article, tools, garments, clothes",Thuomhnaw (n)
a variety of wild tree,Thuomriet (n)
"to conceal, to hide, to keep secret",Thup (v)
words whose meaning can be understood only when some hints are given,Thupehel (n)
"to command, to give permission; n. commandment, order",Thupek (v)
"to confess and ask pardon, to surrender, apologise, to ask to be excused",Thuphachawi (v)
apology,Thuphachawina (n)
"outline, summary",Thuphung (n)
"to conceal, to hide, to keep it as secret",Thupruk (v)
"main theme, motto",Thupui (n)
"to serve (with food), to set before (as food)",Thur (v)
rough (as hair),Thur (adj)
"sour, acidic",Thûr (adj)
legend,Thurachi (n)
"advice, counsel, suggestion",Thurawn (n)
"a judge, a magistrate, an arbitrator",Thuremtu (n)
"a mystery, a deep saying, meaningful words or sayings",Thuril (n)
"belief, doctrine, that which one believes",Thuring (n)
wise command or traditions,Thuro (n)
"traditions of the elders, a message or will or testament of the forefathers handed down from generation to generation",Thurosie (n)
name of wild creeper with fruit,Thurpui (n)
"a secret, confidential",Thuruk (n)
"foolhardy, reckless, fearless, daring; to be foolhardy (message or words)",Thurum (n)
poetry,Thusam (n)
"law suit, a judicial case, bad news, negative piece of information",Thusie (n)
myth,Thusim (n)
"order, or press release",Thusuok (n)
"suddenly, all of a sudden",Thut (adv)
"truth, solemn",Thutak (n)
to take a joke a truth and be serious with it,Thutaka la (v)
a rumour,Thuthang (n)
news,Thuthar (n)
"a covenant, agreement, contract, a testament",Thuthlung (n)
the Old Testament,Thuthlung Hlui (n)
the New Testament,Thuthlung Thar (n)
"a promise, a vow, an oath",Thutiem (n)
to have a promise,Thutiem nei (v)
"a resolution, a decision, a verdict",Thutlukna (n)
"proverb, sayings",Thuvar (n)
"to say, to express",Ti (v)
"to feed the fire, to put on (wood on fire), to stoke",Ti (v)
"fussy, particular, to be fussy, etc.",Ti dim dem (adv)
"to scoff, to speak sarcastically",Ti el (v)
"particular, fussy, to be particular, etc.",Ti khir kher (adj)
"to speak with half-truth, to speak jokingly",Ti mei mei (v)
negative expression indicating ‘singular’,Ti ni (–)
negative expression indicating ‘plural’,Ti niu (–)
"particular, fussy, to be particular, etc.",Ti si se (adj)
"to say emphatically, to charge strictly",Ti tlat (adv)
a woman smoking pipe,Tibur (n)
the liquid extracted from a woman smoking pipe,Tibur tui (n)
"as, like, as much as, same size as, to be equal in size",Tie (v)
"gradually, little by little",Tiel tiel (adv)
"to count, to read",Tiem (v)
"to promise, to give word",Tiem (v)
to read out,Tiem lang (v)
"not including, excluding, excepting",Tiem lovin (adv)
"target, limit fixed, amount fixed",Tiemchin (n)
"to make vows, to vow",Tiemkam (v)
a vow,Tiemkamna (n)
census,Tiempui (n)
"countless, innumerable",Tiemsenglo (adj)
"to read through, to read out loud",Tiemsuok (v)
"a story, a fable, a tale",Tienami (n)
olden days,Tienatlang (n)
side,Tieng (adj)
basket,Tieng (n)
"to pile up, to put one on top of another",Tieng (v)
"towards, in the direction of",Tieng (prpn)
to pile up,Tieng khawm (v)
a small basket,Tiengte (n)
"in olden times, a long time ago, some time ago",Tienlai (n)
a wild edible leaf,Tierhrep (n)
a variety of wild tree,Tierpui (n)
of equal size,Tiet (n)
of what size (with interrogation mark),Tiet (adj)
half (area wise),Tieve (n)
ending word almost similar with ‘be’ in English,Tih (-)
of what time (with interrogation mark),Tik (adv)
the teak tree,Tîk (n)
ticket,Tiket (n)
"ungenerous, miser, stingy, mean",Tiksie (adj)
the name of a bird,Tiktik (n)
"generous, one who is not stingy",Tiktlai (adj)
"testicle, the testicles and scrotum",Til (n)
"where one’s talent is more, what one is interested or smart at",Til inthênna zawng (phrase)
to castrate,Til lak (v)
a male born with but one or no testicles,Til ril (n)
hernia,Til tla (n)
a testicle,Tilmu (n)
"hydrocele, swelling of the testicles",Tilpuk (n)
"to dislike, detest (with no specific reason)",Tiltîp (v)
the scrotum,Tilvun (n)
"to be careful, to be wary, to beware, to be cautious, careful, wary, cautious, etc.",Tîm (adj)
to aim (to shoot),Tin (v)
every,Tin (adj)
"a hoof, a nail, a claw",Tin (n)
"split hoof, parted hoof",Tin inkak (v)
a Hindi term for a refine wood of three by four inches in size and about 16 feet in length,Tîn-chár (n)
meaning,Tina (n)
an important component of woman’s hand loom,Tinbu (n)
"to block, to dam (water)",Ting (v)
cane,Tîng (n)
a wire or rope tight on the edge of anything for hanging clothes,Tingban (n)
the sprout of cane (an edible and pricey curry item),Tingdawn (n)
name of a variety of weed,Tîngkhi (n)
a variety of cane,Tîngpui (n)
the fruit of cane (edible),Tîngpui ra (n)
a place on the outskirt of a traditional Hmar village where village folks use to rest and wait for each other before proceeding to their jhumlands or return from it,Tinhmun (n)
all things (possible),Tinkim (adj)
to consider a subject in all its bearings beforehand,Tinkim dawn (v)
"all sorts of, all kinds of",Tinreng (adj)
a medicinal herb believes to cure multiple ailments,Tinreng damdawi (n)
"to purpose, to intend, to think",Tintuo (v)
"to send, to ask to do, to commission",Tir (v)
"at first, first of all, at the beginning",Tîr (n)
"adverbial or causative suffix to make one do something, to cause, to let, to allow, to permit (in fe tir = to let go)",Tir (suffix)
name of children’s play in which they hold each other on the back like ‘simtir’ (a rat),Tirameikai (n)
"to detest, feeling disgusted, to loath, to dislike",Tirdak (v)
"detestable, abominable, disgusting, loathsome, nauseous",Tirdakum (adj)
"to send back, to ask to return",Tirkir (v)
a messenger,Tirko (n)
to compel to go,Tirlui (v)
"to send out, to send off",Tirsuok (v)
"a servant, a peon, a helper; one who is on the call and send of another",Tirtawn (n)
"flesh, body",Tisa (n)
"carnal, worldly, fleshy",Tisa tieng thil (n)
a centipede,Tît (n)
"sober, truthful",Titak (adj)
"to pretend, to speak falsely",Titehlem (v)
mild discussion,Titi (v)
a mild discussion and singing of songs practiced by the early Hmar Christians,Titi lengkhawm (v)
"to have a discussion with, to talk with",Titi pui (v)
name of a species of owl,Titiri (n)
"opportune, good, just what is wanted",Tizie (adj)
"to fall from a height, to fall down, to be degraded; to last, to be sufficient, to last to the end; to graze, to pasture, to search for food; to set as sun; to sink (in water)",Tla (v)
to be or live away from others,Tla hran (v)
"to fall down, to be degraded",Tla thla (adv)
"to be running out of several things, to lack",Tlabal (v)
"careless, negligent",Tlada (adj)
to forage or loiter at a distance from others or peers,Tlafal (v)
"to put the foot through, to fall through",Tlahol (v)
"to be satisfied (with food), to be sufficient, to be enough, sufficiency",Tlai (adj)
to stop (crying),Tlai (v)
a sharpen bamboo split usually used to cut umbilical cord of a new born baby,Tlaihnát (n)
a makeshift resting place on the road leading to a jhum field usually with a good bird’s eye view; an indigenous waiting shed,Tlaitlan (n)
"worthy, fit, proper",Tlak (adj)
"to finish (paying a debt), to complete, to accomplish; to set (sun), to occur (famine), to fall on (difficulties, worries)",Tlak (v)
the name of a variety of birds with long beaks,Tlakawr (n)
"to be running out of several things, to lack",Tlakbal (v)
"need, want, lack of",Tlakbalna (n)
"that falls upon, to come upon (negative)",Tlakbuok (adv)
"to get in front of, to come in between",Tlakkhal (v)
a deep pit,Tlakkhur (n)
dark or brown clay soil,Tlakpil (n)
to be in poor state with nothing left,Tlakram (adj)
a state of extreme lost or absence of requirements,Tlakramna (n)
"in want of, to be in need of, to run out or be out of anything",Tlaksam (n)
"scarcity, shortage, paucity",Tlaksamna (n)
"useful, beneficial, serviceable, to be useful, etc.",Tlaktlai (adj)
"usefulness, serviceability",Tlaktlaina (n)
"to be in favour, to be received with approbation, to be liked",Tlaktlum (v)
"chipped, broken off",Tlam (v)
a big basket (made of split bamboo or cane),Tlàm (n)
a big basket (made of split bamboo or cane),Tlàmpui (n)
"to ransom, to redeem, to buy back, to atone; to run, running",Tlan (v)
to eat or drink or enjoy in a joyous and festive manner,Tlàn (v)
"to elope, to run",Tlán (v)
"a lump of anything, a block, a clod",Tlang (n)
"border, edge, rim, brim",Tláng (n)
"through, from end to end, along the passage of; to go together, to do together, to go in groups, do in groups",Tlang (adv)
"a mountain, a hill",Tlâng (n)
a range of hills,Tlang dung (n)
an epidemic,Tlang hri (n)
known by the public,Tlang hriet (n)
the hill side,Tlang pang (n)
to get together for community work or service,Tlang pung (v)
community or public work,Tlang sin (n)
"a peak, the summit of a hill, hill top",Tlang sip (n)
"without any inhibition, clearly",Tlang takin (adv)
to fire (volley of gun) when nearing the village after returning from successful hunting,Tlang tlir (v)
a tunnel,Tlang ver (n)
a rail or railing for things to hang things upon (same as ‘tingban),Tlangban (n)
the horizontal pole place over ‘thruomkak’,Tlangkhang (n)
a young boy,Tlanglakte (n)
name of a species of eagle,Tlânglawi (n)
common,Tlanglawn (adv)
hill people literally but meant for ‘tribals’,Tlângmi (n)
a variety of edible leafy plant,Tlangnal (n)
"brazen-faced, bold, forward, not shy or bashful, free and easy, etc",Tlangnel (adj)
"in general, in most cases, usually, generally",Tlangpui (adv)
remote and hill villages (hill land literally),Tlangram (n)
a village crier whose duty it is to make known the orders of the chief,Tlangsam (n)
the name of wild flower that blooms in late November & early December and is also known as ‘Christmas par’,Tlangsam par (n)
a public work in which the whole villagers are expected to take part,Tlangsin (n)
"a peak, a mountain peak",Tlangsip (n)
a Hmar Zote sub clan,Tlangte (n)
"a young man, a bachelor, unmarried grownup man",Tlangval (n)
a variety of wild tree,Tlangvawn (n)
release to the public,Tlangzar (v)
a plateau,Tlangzawl (n)
"to run away, to escape",Tlanhmang (v)
"to run and outstrip, to get ahead",Tlankhal (v)
to run into,Tlanlut (v)
"atonement, ransom, redemption",Tlanna (n)
run away because of fear,Tlansie (v)
"to run out, to escape",Tlansuok (v)
redeemer,Tlantu (n)
a young boy’s toy associated with wind breeze,Tlanvir (n)
"in all respect, in full, a word to confirm or suffix complete (‘kim tlap’ = complete in all respect)",Tlap (adv)
"a row, a line, in a row, in a line",Tlar (n)
"to be impoverished, to be depleted, to be exhausted (by oneself)",Tlaran (v)
"in want of, to be in need of, to run out or be out of anything, to lack",Tlasam (adj)
to be emotional and aggrieved,Tlasie (adj)
to be born prematurely,Tlasuol (v)
"firmly, steadfastly, emphatically",Tlat (adv)
"to be in favour, to be received with approbation, to be liked",Tlatlum (v)
a Hmar Darngawn sub clan,Tlau (n)
"fool, not wise",Tlaw (adj)
"cheap, low in price, of small value; little, few",Tlawm (adj)
"to be beaten, to fall from power, to lose prestige, to be deposed, to lose power",Tlawm (v)
"some, part, at least some",Tlawmazawng (adj)
"unselfish, self-denying, preserving, etc.",Tlawmngai (adj)
"perseveringly, patiently",Tlawmngai takin (adv)
