en,hmr
to drive away,Hnot (v)
"to drive out, to expel, to banish",Hnotdok (n)
"to drive out, to expel, to banish",Hnotsuok (n)
"to be lagging behind, to linger behind",Hnufuol (v)
"a mark, a trace",Hnuhma (n)
"the throat, the gullet",Hnuk (n)
"to pull, to drag",Hnûk (v)
an imaginary cord which is supposed to snap at death; to die,Hnuk chat (adj)
to live poorly,Hnuk dawng (adv)
"robust throat, one who is having careless food habit",Hnuk hrawl (n)
snatching somebody’s lifeline or source of living,Hnuk hrui satchat (adv)
to deprive one's self of food,Hnuk sukdawng (adv)
to pamper one's self with all kinds of food,Hnuk suktlai (adv)
to live well or sumptuously,Hnuk tlai (v)
the throat,Hnukbawk (n)
tonsillitis,Hnukna (n)
"the back, after, behind, afterwards",Hnung (n)
"to trace from the track, to trace from the footprint",Hnung sui (v)
"the backsweep, those that comes behind and clean up, the rear guard",Hnung thuol (adj)
"behind, backward, afterwards",Hnung tieng (adv)
one who is watchful and cautious and cannot be cheated,Hnung tieng mit nei ang (n)
to follow,Hnung zui (v)
"after, behind, subsequent to",Hnungah (prep)
to tie the hands behind the back,Hnungkhir (v)
to turn the back to,Hnungsawn (v)
"to fall back, to backtrack",Hnungtawl (v)
"to retreat, walk or move backwards",Hnungtol (v)
the back,Hnungzang (n)
"a fellow traveller, a follower",Hnungzui (n)
follower,Hnungzuitu (n)
earth,Hnuoi (n)
the underneath,Hnuoi (adj)
"earth tiller, farmer, cultivator",Hnuoi inlettu (n)
heaven and earth,Hnuoi le van (n)
"beneath, under",Hnuoi tieng (n)
"beneath, below, under",Hnuoiah (prpn)
lower,Hnuoihnung (adj)
lower,Hnuoihnung lem (adv)
"lowest, undermost",Hnuoihnung tak (adv)
those that walks and crawl,Hnuoileng (n)
to look down upon,Hnuoisie (v)
"to disapprove of, to not like; to be dissatisfy with",Hnuolsuot (v)
"abrupt, impulsive, without much reason",Ho (adj)
hockey,Hockey (n)
seems to (look alike),Hoi (adj)
to look around in bewilderment,Hoihai (v)
"genial, social, friendly",Hoihawm (adj)
"behaviour, looks",Hoiher (adj)
"the name of a mythical flower that grow on the road of ‘mithi khuo’ beyond ‘hringlang tlang’ (the spirits of the dead pluck and wear those blossom in their hair or ears; drink the water of ‘lunglo tui’ and then after, have no desire to turn and look back towards the earth they have left)",Hoilo par (n)
"in the prime age, in the youthful stage",Hoklak (adj)
"to push or poke in, to probe",Hol (v)
"to clean up using stick etc, to sweep clean ceiling, roof, etc",Hol fai (v)
"to open, to take off a covering",Hong (v)
"to have a hole in (as a bund), to leak",Hor (v)
to enlarge (as a hole),Horzau (v)
hosanna,Hosana (n)
hotel,Hotel (n)
"a master, commander, overseer",Hotu (n)
"feed, to feed",Hrai (v)
poetical word of child,Hrai (n)
a child under one’s care and custody,Hraichawi (n)
to kill by poisoning the food,Hraihlum (v)
poetical word of ‘children’,Hraileng (n)
"without gloss, dry (as unoiled hair)",Hram (adj)
"to try to, to do one's best to do anything, scarcely, with difficulty, somehow or other",Hràm (adv)
"to cry as an animal, to chirp, to mew, etc; to nag, to talk a great deal",Hrám (v)
"to thin out, as plants",Hrâm (v)
"somehow or the other, by hook or by crook, with great difficulty",Hram hram (adv)
the main skeleton (of books),Hrampui (n)
"different, separate, another, separately",Hran (adj)
"brave, courageous, valiant",Hrâng (n)
"different, distinct, separate",Hrang (adj)
"haunt, haunted",Hrâng (adj)
"blowing of the wind; to talk angrily, to fume, to seethe",Hráng (v)
"different kind, different type",Hrang hrang (adj)
a Hmar Zote sub clan,Hrangate (n)
a Hmar Lawitlang sub clan,Hrangchal (n)
"die, to die",Hrangchat (v)
name of a Hmar kindred (unau-suopui) tribe settled in NC Hills of Assam and Tripura or Rengpuiram,Hrangkhawl (n)
the little owl,Hrangkir (n)
a hmar traditional warrior dance,Hrânglam (n)
"ill mannered, one who is always shouting angrily",Hrângsie (n)
the Jupiter,Hrángsuon (n)
a Hmar Changsan sub clan,Hranhnieng (n)
a Hmar Pakhuong sub clan,Hranngul (n)
separately,Hranpa (adj)
a war dance performed by victors,Hransâr lâm (n)
half (of a four legged animal) including the tail but not the head and internal parts/inerts,Hrâp (adj)
"brave, persevering, able to suffer privations, persistent",Hrât (adj)
"weak, slow, feeble",Hrât lo (adj)
weakness,Hrât lona (n)
"swiftly, in a fast manner",Hrât takin (adv)
famous or renowned for bravery,Hrâtkhawkheng (adj)
"weakness, debility",Hrâtlona (n)
"strength, power, might",Hrâtna (n)
"to drop by, to drop in",Hraw (v)
to scare or frighten,Hrawk (v)
to physically arrive and request to join,Hrawl (v)
"huge, gigantic",Hrawl (adj)
"large and well built, robust in work and food habit",Hrawmhraw (adj)
"to live with, to lodge with",Hrawn (v)
"in unity, together",Hrawn (adj)
to partake (liquid) using spoon,Hrawp (v)
a Hmar Changsan sub clan,Hrawte (n)
to keep away,Hre (v)
"to keep away, to keep out of sight",Hre hmang (v)
an axe,Hrei (n)
the handle of axe,Hreiha (n)
a measurement equal to the length of an axe; a conical heap of rice the apex of which will be level with the head of an axe held high above the head of an ordinary-sized man,Hreihazawn (n)
an axe,Hreipui (n)
a small axe,Hreite (n)
an adze,Hreite tubau (n)
to punish,Hrem (v)
"a hell, a place of punishment mostly referred to as ‘hell’ (of the Bible or Christian faith)",Hremhmun (n)
"tie on the waist; to detain forcibly, to keep as a security or hostage, to keep in a pound",Hren (v)
"chain on the leg, an anklet",Hrengkol (n)
"a loincloth, a dhooty",Hrenpereng (n)
detain,Hrentang (v)
"hard, with force",Hrep (adv)
witness,Hrepui (v)
one who witness,Hrepuitu (n)
"a disease, epidemic",Hri (n)
outbreak of plague or epidemic,Hri inleng (n)
disease and epidemic,Hri le hrai (n)
epilepsy,Hri ngolvoi (n)
"to say, to tell, to inform, to teach, to express",Hri1 (v)
to repeat to another what one has heard,Hri1sawng (v)
"to hear, to feel, to understand, to know, to surmise, to remember",Hrie (v)
"to remember, to keep in mind",Hrie zing (v)
oil,Hriek (n)
to anoint,Hriek nal (v)
to cut bit bit bit to make a shape,Hriel (v)
to be armed,Hriemchawi (v)
"weapon, arms",Hriemhrei (n)
a sexual pervert,Hriemhrie (n)
a species of birch,Hriengzau (n)
witness,Hriepuitu (n)
"to hear, to feel, to understand, to know, to surmise, to remember",Hriet (v)
a proof,Hrietfiena (n)
"to remember, to bear in mind",Hrietfuk (adj)
to recollect,Hrietkir (v)
"to foresee, to foreknow",Hrietlawk (v)
knowledge,Hrietna (n)
science,Hrietna var (n)
to be a witness,Hrietpui (v)
to know well,Hrietsuok (v)
to recollect,Hrietsuok nawk (adv)
to know vaguely,Hrietthawi (v)
"to understand, to comprehend",Hrietthiem (v)
"to misunderstand, to not understand",Hrietthiem lo (v)
"to explain, to cause to know, to show how to do",Hriettir (v)
one who knows,Hrietu (n)
"remember, to keep in mind",Hrietzing (v)
"a louse, parasitical insects",Hrik (n)
a body louse,Hrikthra (n)
one who is great and whose greatness need no further mention,Hril loa hmang (phrase)
"unspeakable, impossible to express",Hril ruol lo (adj)
worthless to speak,Hrila trangkai lo (v)
outbreak of epidemic or disease,Hrileng (v)
to explain,Hrilfie (v)
a commentary book,Hrilfiebu (n)
that which explains,Hrilfiena (v)
a commentator,Hrilfietu (n)
"to be baffled, not know what to do, say or think",Hrilhai (v)
to be lost with words,Hrilhai thlak (v)
"to advise, to give hint",Hrilhmu (v)
"to belittle, to speak against",Hrilhnuol (v)
to make someone understand,Hrilhriet (v)
"by telling, by speaking",Hrilin (v)
to be beyond human words to express,Hrilin a siek nawh (v)
compare,Hrilkhi (v)
"to speak out, to make known, to speak openly",Hrillang (v)
"to foretell, to prophesy, to say beforehand",Hrillawk (v)
"prediction, prophesy",Hrillawkna (n)
"to praise, to recommend",Hrilmawi (v)
"recommendation, word of praise",Hrilmawina (n)
"to repeat, to iterate",Hrilnon (v)
"to speak for, to plead for",Hrilpui (v)
"an advocate, one who pleads for",Hrilpuitu (n)
to say speak evil of,Hrilsie (v)
"announce, to disclose, to reveal",Hrilsuok (v)
"to make a mistake while speaking, to say a thing by mistake",Hrilsuol (n)
"to hint, to speak vaguely",Hrilthawi (v)
"to frighten, to scare",Hriltri (v)
one who speak,Hriltu (n)
"to exaggerate, to stress",Hriluor (v)
exaggeration,Hriluorna (n)
"as it is, so it is, it is",Hrim (adv)
of all type and kind,Hrim hrim (adv)
"alive, to live",Hring (adj)
"to bear, to beget, to bring forth",Hring (v)
"green (colour), fresh, green (not withered)",Hring (adv)
a cannibal,Hring fa (n)
"still-born, to give birth to a dead offspring",Hringhlum (v)
"the mount believed to be crossed by the spirits of the dead and on which the land of the living can be seen (the spirits of the dead pluck and wear flowers in their hair or ears, and after that have no desire to turn and look back towards the earth they have left)",Hringlang tlang (n)
poetical term for human being,Hringmi (n)
life,Hringnun (n)
"an epidemic, a pestilence, plague",Hripui (n)
"healthy, free from sickness",Hrisel (adj)
"health, hygiene",Hriselna (n)
"to have a cold, to be unwell",Hritlang (v)
influenza,Hritlang khawsik (n)
to get or contract any disease,Hrivoi (v)
"an open or empty space where large people can gather, a large mat or a threshing floor where paddy are manually crashed",Hrizawl (n)
dry,Hro (v)
aggressive nature,Hrohrang (adj)
"huge, gigantic, big",Hrol (adj)
"large and well built, robust in work and food habit",Hromhraw (adj)
"in unity, together",Hron (adj)
hardening,Hrot (v)
"wipe, mop",Hru (v)
"a creeper, cane, rope, string",Hrui (n)
name of creeper,Hruichun (n)
the name of a creeper with a bean-like fruit,Hruiduk (n)
"string, rope",Hruihruol (n)
the name of a creeper,Hruipawl (n)
the name of a creeper with edible fruit,Hruipuithei (n)
the name of a climbing plant,Hruisen (n)
"a creeper, a climbing plant",Hruizam (n)
to rub or wipe dry,Hruk hul (v)
"to scour, to rub clean, to wipe (using cloth, etc)",Hrukfai (v)
"a duster, wiper, mopper",Hrukfaina (n)
"close by, along side",Hrulah (adv)
"as it is, without polishing",Hrumhriel (adj)
the part of a four-legged animal meat usually reserved for a Hmar man’s ‘sasem’,Hruoi (n)
"to roll up in the hand, to twist",Hruol (v)
a rope,Hruol (n)
to roll up in the hand to be made round in shape,Hruolmum (v)
inadequately ripen fruit due to deformity or malformation,Hrût (adj)
"to thresh, to rub, to wears, to move along",Hrùt (v)
"to thresh and level off, to level the surface, to roll over and smoothen",Hrùtnam (v)
a roller,Hrutruolna (n)
"wet, to be wet, to get wet",Hu (adj)
"to be equivalent, to be equal to",Hu (v)
"vapour, steam",Hu (n)
"in a company, in a band, a party, a group",Huho (n)
"the whistle of the mouth when Hmars made when carrying heavy loads, etc",Hui (n)
name of a species of ‘vahui’ bird,Hûiêm (n)
to make a grunting noise when carrying a load,Huihah! (intjn)
name of a species of ‘vahui’ bird,Hûimeisei (n)
a person who is not normal or below average,Huiphai (n)
wheat,Huit (n)
name of a species of ‘vahui’ bird,Hûitupui (n)
dry,Hul (adj)
"a verandah, the front gable of a house",Hulhliep (n)
an edible wild creeper plant,Hulhû (n)
"under no circumstances, on no condition, not at all (a thei naw hulhuol = not possible at all)",Hulhuol (adv)
"protect, defend, guard, shield, etc",Hum (v)
"to clench (the hand), to clasp, to grasp",Hùm (v)
"to reserve for oneself, preserve",Humhal (v)
"to protect, defend, guard, shield, etc",Humhim (v)
"that which protect, defend, guard, shield, etc",Humhimna (n)
"one who protect, defend, guard, shield, etc",Humhimtu (n)
"time, season, when (in the future)",Hun (n)
enough,Hun (adj)
"to fix a certain time, to fix a particular time",Hun bi tuk (v)
"to spend time, to occupy time",Hun hmang (v)
"to waste time, to spend time uselessly",Hun khawral (v)
at the time of,Hun laiin (adv)
let it be enough,Hun raw se (phrase)
let it be enough,Hun raw se (adv)
"convenient time, an opportune time",Hun remchang (n)
"to alter the time, to postpone",Hun sawn (v)
"to be exactly enough, to be ample",Hun tawk chie (adv)
the end time,Hun tawp (n)
"a fixed time, period, season, hour, etc",Hunbi (n)
"to have a regular, fixed or appointed time, period or season",Hunbi nei (v)
come,Hung (v)
solemn period or occasion,Hunser (n)
"enough, sufficiently, to be enough, to be sufficient",Huntawk (adj)
"enough, just enough, exactly enough",Huntawk (adj)
"bold, brave, valiant, daring, heroic, fearless",Huoi (adj)
"a demon, an evil spirit",Huoi (n)
to drag in,Huoilut (v)
"bravery, boldness",Huoina (n)
name of a variety of mustard,Huoiruoi (n)
the sudden burst of mud and water in streams and small rivers,Huoirût (n)
"brave, daring, courageous",Huoisen (adj)
"boldness, bravery",Huoisenna (n)
to become septic or get poisoned,Huoisuol (v)
"bravely, boldly, courageously",Huoitakin (adv)
name of a variety of wild bird,Huoithupui (n)
"to surround, to besiege; reserve, to reserve, to engage",Huol (v)
to make a mental note of privately without letting others know,Huol lungril (v)
a sub clan of Hmar Lusei clan,Huolhang (n)
a sub clan of Hmar Lusei clan,Huolngo (n)
"to encircle, to surround",Huolvel (v)
"to dare, to be prepared (to do anything); to include, to take in",Huom (v)
bubble,Huom (n)
"greedy, avaricious, rapacious, voracious, grasping",Huomhap (adj)
to include,Huomsa (v)
"a garden, a yard",Huon (n)
fence,Huondai (n)
"an enclosure, a yard, enclosure, pen, fold",Huong (n)
"a yard, enclosure, pen, fold",Huongsung (n)
in the habit of being exceeding than usual,Huongtau (adj)
a cooking style of meat,Huonkang (n)
to include,Huop (v)
"encompassing, accommodating",Huopzau (adj)
to give extra attention to someone with some expectation from the other end,Huor (v)
"to scratch up, to unearth by scratching",Huot (v)
"to scrape level (with hand, hoe, etc)",Huot ruol (v)
"social intercourse and other enjoyment, etc",Huou huou (n)
"flowing out (liquid, water) in large volume",Huou huou (adv)
"to cover (with the hand, etc.) to sip, to suck up, to draw in (as breath)",Hup (v)
to suffocate by stopping the nose and mouth,Huphlum (v)
"to be on heat, to have sexual desire",Hur (adj)
hyssop,Husawp (n)
"blighted, worms, disease",Hût (n)
"to have worms, disease",Hût pai (v)
