en,hmr
to pierce oneself to death,Insunhlum (v)
a suicide by way of piercing oneself with a knife,Insunhlum (n)
"to free, to let go, to release",Insuo (v)
"to quarrel, to fight, to come to blows",Insuol (v)
to be proud of oneself,Insuong (v)
to accuse each other,Insuosal (v)
"one who brings out or puts out, a founder",Insuotu (n)
"to examine oneself, reckon up, trace back",Insût (v)
to be at enmity with one another,Intai (v)
"difficult, complicated, tricky, not easy",Intak (adj)
"late, not on time, behind schedule",Intak (adj)
"to try to free oneself from being tied (by rope, etc)",Intâl (v)
"scarcity of plant or crops due to pest or insects or unaccounted occurrences (eg, mautam, aithing intam, thing intam, etc)",Intám (n)
one to be more (in quantity or number),Intam hlei (v)
"to outgrow, to outnumber somebody by forceful means",Intamchil (n)
"broken, cut off",Intan (v)
"stranded, being in bondage",Intâng (v)
"tight, crowded, close fitting",Intar (adj)
to submit oneself to,Intat lut (v)
"to train, prepare oneself (for special task or work)",Intat ngei (v)
to knock together (as heads),Intauh (v)
to leisurely spend time,Intawi (v)
"to touch each other, touching",Intawk (v)
"to move, to shift, etc (from one place to another)",Intawl (v)
"to pelt one another (verbally or physically with stone, etc)",Intawng (v)
"a ritual performed by a traditional Hmar priest so as to please ‘vanhrit’, the spirit of weather",Intei (n)
a variety of wild tree,Intei (n)
"to wriggle (due to pain), to move about, etc",Intel (v)
"to taste, to test the taste of by eating a little",Intem (v)
congested,Intêp (adj)
interest,Interest (adj)
interview,Interview (n)
"shaky, bouncy",Intet (adj)
"itch, pungent, hot (as pepper)",Inthak (adj)
hot (as chilly or pepper),Inthak (adj)
"lying upside down or face up, to turn upside down",Inthal (v)
being treated or regarded as inferior,Inthamlo (v)
"famous, popular",Inthang (adj)
"rough, not smooth",Inthap (adj)
"produced anew such as paddy, rice",Inthar (v)
"killing or being killed by one’s own type (human by human, animal by animal)",Inthat (v)
to offer a sacrifice when one is sick or the act of offering sacrifice to ensure good health,Inthawi (v)
"sacrifice, sacrificial offering",Inthawina (n)
to contribute,Inthawkhawm (v)
"loose, baggy, loose-fitting, not tight",Inthawl (adj)
"loosen up, less tight",Inthawt (v)
hate each other,Intheida (adv)
"to compete in showing one’s skill, having a trial of one’s skill (esp) in shooting a target",Inthemthiem (v)
"to swing, swinging",Inthên (v)
deprive of air (esp) cycle or motor tyres,Inthêp (adj)
to get involve in someone else’ problem or issue uninvited,Inther (v)
"bleed, bleeding",Inthi (v)
"to die, as when two men are fighting and each kills the other",Inthichilh (v)
"clean, to clean",Inthiel (v)
pronounced just or right,Inthiem (v)
"to purify, to cleanse, to make one's self ceremonially clean",Inthien (v)
"clear, clean",Inthieng (adj)
to relief of one’s nature’s call,Inthier (v)
to move away oneself from trouble,Inthierfihlim (v)
to be jealous of one another,Inthîk (adj)
dark,Inthim (adj)
"to tremble, to shiver, to shudder, to shake",Inthin (v)
of severe pain,Inthîp (adj)
not smooth (esp) hair,Inthir (adj)
"to let go, to release, to see off, to farewell, to part way",Inthla (v)
to give birth and increase in number,Inthla pung (v)
"to let the active momentum loosen and relax over it, careless, negligent",Inthlada (adj)
"carelessness, negligence",Inthladana (n)
to let loose (the wire that binds),Inthladul (v)
letting someone to be alone or in pair,Inthlafal (v)
"to feel uncomfortable or uneasy (due to one’s conduct), etc",Inthlahrung (adj)
to substitute,Inthlâk (adj)
to drop unintentionally,Inthlak (v)
sweating,Inthlan (adj)
redeem,Inthlan (v)
"a farewell, a sent off, a farewell program",Inthlana (n)
election,Inthlang (v)
"race, racing",Inthlansiek (v)
standing in queue,Inthlar (v)
to give birth from one to another,Inthlasawng (v)
"not equal in size, height, weight, etc",Inthlau (adj)
to partner with someone,Inthlawp (v)
"to relax, to lighten up",Inthlazal (v)
to exchange,Inthleng (v)
to move or turn around violently,Inthleng (v)
being folded,Inthlep (adj)
windy,Inthli (adj)
"partiality, discrimination",Inthlierhranna (n)
to quietly and secretively excluded someone,Inthlim (adj)
pour water or other drinkable liquid for oneself,Inthlit (v)
to request someone to stay back and not go,Inthlo (v)
a state of boiling,Inthlok (v)
to walk together in a job etc,Inthlon (v)
to move something from one container to another,Inthlong (v)
to partner with someone,Inthlop (v)
to vibrate,Inthlor (v)
a mole hill,Inthlung (n)
affiliate,Inthlung (v)
"to host a stranger, to play host to",Inthlung tir (v)
to spread or stretch one’s leg,Inthluong (v)
from,Inthok (prpn)
"to participate for work, to go out for a particular job",Inthok (v)
to physically stretch oneself,Inthrai (v)
"to grow, growing",Inthrang (v)
to separate amicably,Inthratthre (v)
"to separate, to divorce, release of water that has accumulated in large quantity",Inthre (v)
to stretch oneself physically,Inthrei (v)
"separation, division, divorce",Inthrena (n)
"to frighten, to startle, to make someone scare",Inthri (v)
to bring down a hen after it hatched along with the chickens,Inthrum (v)
"sit, to sit (on chair, stool, etc)",Inthrung (v)
"deep, to be deep, not shallow",Inthûk (adj)
to control oneself,Inthunun (v)
discipline,Inthununna (n)
"to be double, to be twofold, doubled, twofold",Inthuo (v)
breathe,Inthuok (n)
to put dress on,Inthuom (v)
"dress, apparel, clothing, garments",Inthuomna (n)
"to hide one's self, to be hidden",Inthup (v)
"to be unanimous or of one mind, to be united",Inthuruol (v)
"unity, oneness",Inthuruolna (n)
to be taken up with one to the exclusion of others,Inti bik (v)
to promise,Intiem (v)
"promise one another, to make a contract, to take oath, to make vows, to vow",Intiemkam (v)
"a vow, an oath",Intiemkamna (n)
a vow,Intiemkamna (v)
a promise,Intiemna (n)
general census,Intiempui (n)
name of a basket,Intieng (n)
"to pile up, to put one on top of another, one on top of another",Intieng (v)
name of edible wild fruit having juicy flower,Intier (n)
of same size or height,Intiet (adj)
"to be extra cautious, careful, wary, etc",Intîm (adj)
to arrange food provision,Intintuo (v)
to make oneself important,Intipoimaw (v)
"to send, to dispatch",Intir (v)
a poisonous centipede,Intit (n)
to be proud of oneself,Intithei (v)
to act or behave proudly,Intivei (v)
"to redeem, to buy back, to atone",Intlan (v)
"atonement, redemption",Intlanna (n)
"to run a race, to race, to compete in a running race",Intlansiek (v)
to let someone runaway or escape,Intlansiettir (v)
"standing in line, to put in line",Intlar (v)
having a big difference,Intlau (adj)
"a fool, an imbecile",Intlaw (n)
"to lie with a woman and ruin her spotlessness, to defeat, etc",Intlâwm (v)
to violently turn the trunk around randomly and restlessly,Intleng (v)
"accumulation of water, liquid, fluid, etc",Intling (n)
"to boil, boiling (water or liquid substance)",Intlok (v)
"to walk together, to be on good terms with one another",Intlon (v)
to remove the contents of a pot altogether,Intlong (v)
to be equal,Intluk (adj)
brought to somebody’s notice,Intlun (v)
a white ant hill,Intlung (n)
a Hmar Lungtau sub clan,Intoate (n)
self sufficient,Intodel (adj)
"the name of a game played with a top, to play at the above game, to collide",Intok (n)
to slide,Intol (v)
"to crouch, to be crumpled, to be drawn together, to be contracted, to be shrunken",Intom (v)
"to meet one another, to come across one another",Intong (v)
to be with each other at all time,Intrawiawm (v)
to dry over the fire,Intrawl (v)
"to share, to use or have in common",Intrawm (v)
a ritual performed by a traditional pre-Christian priest so as to cleanse the unclean,Intrei (n)
"steep, precipitous",Intrên (adj)
"a situation of excessive heat (fire, sunshine, etc) on the body",Intreng (adj)
soot formed over Hmar traditional village hearth or fire place,Intring (n)
"to connect, to relate to, to bond with",Intringmit (v)
a woman in her periods,Intrum lo (n)
"name of a flowering wild tree (if its bloom good, it is believed to be a good year)",Intruo (n)
a variety of wild tree,Intruo (n)
"to be grey (hair), to have grey hair",Intruok (v)
"matching, corresponding (in pattern or design)",Intu (adj)
"to melt away, to melt",Intui (v)
a fowl laying an egg,Intui (v)
a member of a family separating from each another,Intuithlar (v)
to submit oneself,Intuklut (v)
"to swing, to swing, to sway, to move back and forth; to cling on using the hand",Intûl (v)
"to blame, to put the blame, to accuse",Intum (n)
"to sulk, to show sulky face",Intûm (v)
the palm tree,Intûm (v)
a variety of wild strawberry fruit that ripen in end month of ‘thlatun’ or April,Intun (n)
"to make something stand on one end leaning against something, to prop up in a vertical position",Intung (v)
to make ends meet,Intuo (v)
to sharpened (knife or iron materials),Intuoi (v)
meeting of two individual or other living things,Intuok (v)
meeting of more than two individual or other living things,Intuokkhawm (v)
meeting (of many people),Intuokkhawmna (n)
a free for all or civil war type mob violence between two parties,Intuolvuok (v)
"to wrap oneself with cloth, etc",Intuom (v)
gloomy,Intûr (adj)
to be related to one another as brothers or sisters,Inunau (v)
brotherhood or sisterhood,Inunauna (n)
"not easily breakable (thread, wire), tough",Inuoi (adj)
to retch,Inuok (v)
"to put a lid on a pot when boiling on the fire to keep the steam in, humid",Inup (v)
"at loss, to bewildered, to have nowhere to go",Invai (v)
"to crawl, to go, to walk, to wander about",Invâk (v)
to go into rings or circles,Inval (v)
a Hmar Vangsie sub clan,Invang (n)
to have a hole,Inveng (adj)
"to be watchful, to be on the alert",Invêng (v)
"a fool, foolish, an imbecile, an idiot",Invêt (n)
"to rotate, to revolve",Invir (n)
"to contract or catch (a disease), to have (a disease)",Invoi (v)
"to pass away (as a month, year, etc)",Invoi (v)
a son in the family moving to a separate house after marriage,Invom (v)
name of a wild tree (the bough often used to make rice serving plate),Invong (n)
"to keep oneself, to look after or care for or take care of one’s own character, conduct, behaviour or mode of life",Invong (v)
"to keep oneself pure, clean, or holy",Invong thienghlim (v)
a plate made from ‘invong’ tree which is common in the olden days,Invong thleng (n)
a land leech,Invot (n)
to bury the death,Invui (v)
"swollen due to injury, swell, swelling",Invûng (v)
swollen due to injury,Invuol (adj)
to throw away (flat item),Invuong (v)
tickling (to the body),Inza (adj)
"giving respect, giving honour or reverence",Inza (v)
"to feel, to be shy, modest, ashamed, etc",Inzak (v)
shame,Inzakna (n)
shameless,Inzakna hrielo (adj)
shameful,Inzakum (adj)
"to make someone sleep or lay down, to lie on the back",Inzal (v)
"creep, creeping (plants)",Inzâm (v)
"respect, honour, reverence",Inzana (n)
"to lightened, to make it light",Inzâng (v)
"to fan, to winnow, to flap, to flutter",Inzâp (v)
"feeling ashamed of, to be ashamed of",Inzapui (v)
"shameful, disgraceful",Inzapui um (adj)
to equal in number or quantity,Inzat (v)
"to extend, to enlarge",Inzauh (v)
"respectful, honourable, reverence begetting, respectable",Inzaum (n)
to mate (animals),Inzawl (v)
to make ‘more than a normal’ friendship,Inzawl (v)
a flat surface,Inzawl (adj)
to be in a straight line,Inzawn (v)
to carry together,Inzawn (v)
enticing,Inzawr (v)
to foretell the lyrics of a song in community singing,Inzawt (v)
"the enjoinment of more than one person in line by holding a rope or a pole when walking in a steep and tough hilly terrain, one after another",Inzawt (v)
tickling one another,Inzel (v)
to commit fornication,Inzen (v)
to tuck in,Inzep (v)
a variety of wild tree,Inzi (n)
"that is being written, that has already been written",Inziek (n)
"fluent, fluency, of the original",Inziet (adj)
"to go on a journey, to visit a distant village",Inzin (v)
"narrow, small, close together, to be narrow, etc",Inzing (adj)
"ready, being prepared for",Inzo (adj)
"to connect, to join to, to subscribe, to be joined together, to be contiguous",Inzom (v)
"continuously, without a break",Inzom zatin (adv)
"a joint, connection",Inzomna (n)
"to search, searching",Inzong (v)
to sell oneself (prostitute),Inzor (v)
to walk or go one after another,Inzui (v)
"tapering, to taper, going smaller",Inzui (adj)
"to go along, to go side by side",Inzul (v)
"pointed, to sharpen to a point",Inzum (adj)
"pee, to pee",Inzun (v)
a variety of wild tree,Inzuong (n)
name of a variety of rats that usually lives in Hmar traditional village houses,Inzupui (n)
a sack,Ip (n)
"to prevaricate, to lie, to keep anything back, to suppress, to conceal",Ip (n)
to prevaricate or conceal closely,Ip tlat (adj)
"the part of the breast above the sternum, sometimes applied also to the part where the sternum is situated",Ir (n)
"to fall on each other's neck, to embrace",Ir leh ir suktuo (v)
the upper part of the chest or breast; words or speech of high quality and respectable is said to be coming out from this part of the body,Irawm (n)
a Meitei dish of chilly and variety of vegetables with fermented fish,Irawnba (n)
"partly digested food returned from the stomach for further chewing, cud",Irh (n)
"to belch, to eructate",Irh (v)
chew the cud,Irh soi (v)
"squash, chayote",Iskut (n)
Jesus,Isu (n)
jealous,Itsik (adj)
"to envy, to be jealous of",Itthik (adj)
eucalyptus tree,Iukeleptas (n)
