en,hmr
a variety of bee,Khuoieng (n)
a variety of bee,Khuoifung (n)
"a boil, an abscess",Khuoihli (n)
the hard piece in the centre of a boil,Khuoihli zang (n)
bee wax,Khuoihlu (n)
to be stung by bee,Khuoiin bel (v)
a large bee,Khuoimu (n)
a species of large bee,Khuoingal (n)
name of a variety of bee,Khuoisunin (n)
a bee larva,Khuoite (v)
a variety of bee,Khuoithingawn (n)
honeycomb,Khuoithlar (n)
a variety of wild tree,Khuoitukthing (n)
a variety of bee,Khuoiva (n)
calm after noisy situation,Khuoiva benthlak (adv)
a variety of bee,Khuoivanriel (n)
honey,Khuoizu (n)
"a drought, a long spell of hot rainless weather",Khuokheng (n)
"to keep, to detain, to hinder, to restrict",Khuokhir (v)
restriction,Khuokhirna (n)
not native,Khuol (n)
a type of Hmar traditional dance,Khuol lam (n)
"a rest-house for strangers, a dak-bungalow",Khuolbuk (n)
"a citizen, a subject or subjects of a chief",Khuoletui (n)
"false rumour, hearsay",Khuolthuthang (n)
false rumours that spreads fast like a body wound pierced by a hen,Khuolthuthang le ar pan chuk (phrase)
"to travel, to journey",Khuolzin (v)
a traveller,Khuolzinmi (n)
to crow (as a cock),Khuong (v)
a drum,Khuong (n)
those kind of (down there),Khuong ang khu (prn)
a house cricket,Khuongbai (n)
name of a variety of insect,Khuongchirit (n)
those things or persons (down there),Khuonghai khu (prn)
name of tree,Khuonghlang (n)
a creeping wild plant which can be used as rope,Khuongkhau (n)
a species of rice,Khuongmam (n)
drummer or song leader,Khuongpu (n)
a big drum,Khuongpui (n)
a Hmar Pakhuong sub clan,Khuongpui (n)
one who chant the lyrics of a song for others to follow,Khuongpuizailak (n)
poetical term for rain,Khuongruo (n)
"evenly, in total unison",Khuongruol (adj)
the name of an ant,Khuongruong (n)
a small drum,Khuongte (n)
the name of a tree,Khuongthing (n)
a variety of wild tree the fruit of which is edible and also often use for baids in bird traps,Khuongthli (n)
to tie a cloth or leaf over the mouth of a pot or vessel,Khuongtuom (v)
a drum stick,Khuongvuokna (n)
the early dawn,Khuontevik (n)
"the first cockcrow of the morning, early morning",Khuontir (n)
a poetic name of God,Khuonu (n)
"tie, to tie (with rope); to dam up",Khuop (v)
"settle, to settle",Khuor (v)
"a hole, a cavity",Khuor (n)
"a hole, a hollow, a cavity (in the earth)",Khuorkhuruom (n)
the name given to the ‘God of good luck and fortune’ by indigenous pre-Christian Hmar,Khuovang (n)
"that is bounded by nature, that has natural boundaries such as streams, etc",Khuovâng rî kham sa (phrase)
expression of a pretty girl,Khuovang te ang (adv)
"mole, a mole in human skin",Khuovangsinsie (n)
the knee,Khup (n)
"shut, close",Khup (v)
to place upside down,Khup (adj)
to live to see one’s great grand children,Khup hni hmu (v)
knocked kneed,Khup intuo (adj)
to live to see one’s grandchild,Khup khat hmu (v)
to live to see one’s great great grandchild,Khup thum hmu (v)
"knock-kneed, to be knock-kneed",Khupintuo (adj)
to shut close with someone or something in it,Khupkhum (v)
"the patella, the knee cap",Khuppawi (n)
a sub clan under Hmar Lawitlang Varte,Khuptong Valte (n)
"a hole, a pit, a cavity",Khur (n)
an abyss,Khur mongbo (n)
a deep hole,Khurkhawruom (n)
an abyss,Khurkhawruom mongneilo (n)
a cave regarded to be wherefrom the Komrem peoples originated,Khurpui (n)
the one down there,Khutaka khu (prn)
down there,Khuva khu (adv)
horn,Ki (n)
"key, tune",Ki (n)
"near and dear ones, families",Ki le kau (n)
name of a species of parrot,Kiawt (n)
"the barb (of an arrow, spear, fish hook)",Kibar (n)
kidnap,Kidnap (v)
"to lessen, reduced, to decrease",Kiem (v)
"to vacate, to give space, to make way",Kien (v)
"to vacate, to give space, to make way",Kieng (v)
"to depart from, to leave",Kiengsan (v)
"to knock by the finger roll (door), to hit by the backside of finger",Kik (v)
"crooked, having twists and turns",Kikawi (adj)
corner,Kil (n)
"to stamp, to hit upon (with small particle)",Kil (v)
"eat, partake (poet)",Kîl (v)
"square, four cornered, to have four cornered",Kil li nei (adj)
"a triangle, triangular in shape",Kil thum nei (adj)
"every corner, everywhere",Kil tin (adv)
every nook and corner,Kil tin kil tang (phrase)
"to stamp something (on a wall, etc), to button",Kilde (v)
"remote area, far flung place",Kilkhawr (adj)
a Hmar Thiek sub clan,Killaite (n)
"a clip, a pin",Kilna (n)
"to entertain, to partake with",Kilpui (v)
"complete, all present",Kim (adj)
"complete, entire, full of",Kim biei (adj)
incomplete,Kim lo (adj)
in full,Kimchang (adj)
"fully, completely, entirely",Kimchang takin (adv)
"completely, complete in all respect",Kimthlapin (adv)
"end, finish",Kin (adj)
"to freeze, that gets frozen, that turn into ice, opposite of melt",Kîng (v)
curly (hair),Kir (adj)
"return, give back",Kîr (v)
"to go back, to return",Kir nawk (v)
to send back,Kir tir (v)
the elbow,Kiu (n)
"to bend the arm, making a sharp angle at the elbow assumed to be threatening by Hmars",Kiu khawr (v)
the kiwi fruit,Kivi (n)
name of bird,Kiwi (n)
club,Klap (n)
"call, to call, to summon",Ko (v)
"a mound, raised ground, the brow of a hill or incline",Ko (n)
a pet name,Ko duotna (n)
to call on one side,Ko hran (v)
to call together,Ko khawm (v)
to call back,Ko kir (v)
to call out from,Ko suok (v)
to send for a person,Ko tir (v)
"church, the church",Kohran (n)
"cracked, starred, to be cracked, etc",Koi (v)
name of a Hmar kindred (unau-suopui) tribe settled in Manipur,Koireng (n)
a large basket made by split bamboo or cane,Kok (n)
tumbleweed,Kokbong (n)
fiddle head fern,Kokchadawn (n)
a tree fern,Kokpui (n)
"keeping with, having it, safeguard",Kol (v)
"ferocious, savage, to be ferocious, etc (like a dog); bald, bare",Kol (adj)
to be in chain,Kol bun (v)
"to be under suspension, to spend one’s period of punishment",Kolawk (adj)
"a pen, a pencil",Kolom (n)
the bar in a Hmar woman handloom situated immediately in front of the weaver with which she kept the warp taut and to which the ends of the ‘pheivon’ are attached,Kolsake (n)
name of a Hmar kindred (unau-suopui) tribe settled in Manipur,Kom (n)
"miserly, stingy, mean, to be miserly, etc",Kom (adj)
pierce by the hand,Kom (v)
derived from a Hindi term of blanket,Komol (n)
company,Kompani (n)
compound,Kompaun (n)
compensation,Kompenseson (n)
complaint,Komplen (v)
name of a conglomeration of Kom and its sister tribes of Manipur,Komrem (n)
the passage frequented by animals,Kong (n)
"ways and means, the usual way, a definite order",Kong le lam (n)
"in every respect, in all respect",Kong tinah (adv)
"in every way, in every respect",Kong tinreng (adv)
"regarding, concerning, about",Kongah (prep)
"manner, style, pattern, mode, etc",Konghmang (n)
method,Konglam (n)
a variety of rice,Konglawng (n)
"to be useful, to be of use",Kongro suk (v)
a Hmar Ngente sub clan,Kongte (n)
"poor, needy, destitute, indigent",Konkaw (adj)
"poverty, destitution, indigence",Konkawna (n)
constituency,Konstituensi (n)
contest,Kontes (v)
control,Kontrawl (v)
contract,Kontrek (adj)
"to stick to, to be attached, to adhere",Kop (v)
"to combine, to double, a pair",Kop (v)
a variety of small grass,Kopbel (n)
to be in even number,Kopkim (n)
to be in odd number,Kopkim lo (n)
one’s mate or partner,Koppui (n)
to stick firmly to something else (a wall),Kopthap (adv)
a Hindi originated term for hinges of a door or window,Kopza (n)
"a small valley, a ravine, drain or drainage",Kor (n)
thin,Kor (adj)
"coat, an overcoat",Korchung (n)
an overcoat,Korfuol (n)
the term used to refer to Bengalese or mainland Indians who are mostly thin and tall,Korvai (n)
"door, a doorway, a gateway",Kotkhar (n)
the frame of a door,Kotkhar bieng (n)
the doorway,Kotkhar bul (n)
"near the doorway, at the door, at the threshold",Kotkhar bulah (adv)
"the gatekeeper, janitor",Kotkhar vengtu (n)
"the gallery, the brink, the edge",Kotlang (n)
"one who always speak but not do, one with words but no action",Kotlang ‘A’ team’ (n)
the entrance to a village,Kotsuo (n)
a street,Kotthler (n)
crown,Kraun (n)
cross,Kraws (n)
cricket,Kriket (n)
Christmas,Krismas (n)
Christ,Krista (n)
crystal,Krustal (n)
qualify,Kualifai (v)
quality,Kualiti (n)
quarantine,Kuarantîn (n)
a stone quarry,Kuari (n)
quarter,Kuartar (n)
quota,Kuata (n)
a Hindi originated term for ‘go-down’ or storehouse or store room,Kudam (n)
quintal,Kuintal (n)
to hit with finger roll,Kuk (v)
to shriek,Kuk (v)
"to be meticulous, particular in all respect",Kukal (adj)
name of Thadou speaking dominated and influenced conglomeration of tribe,Kuki (n)
"a stockade, a fort, a wall round a village, to fortify, to stockade",Kul (n)
a blockhouse,Kulbing (n)
"to be worn out, done up, spent, exhausted",Kulcho (v)
"a Hindi originated term for coolie, manual labourer",Kuli (n)
"scrupulous, strict, meticulous, etc",Kulmut (adj)
a female evil spirit whose domain is believed to be passed through by the spirits of those who died on their way to ‘mithi khuo’ (the abode of departed spirits). The evil spirit is also believed to prefer woman whom she will enslave and torture in a miserable way before letting them go on. The human spirits also have to go through a high and dangerous cliff just before reaching ‘mithi khuo’. Trampling upon slippery rocks on their passage could lead to a high fall on the deep gorge. It was then also believed that their ‘first lovers’ who had gone ahead would rescue them from such terrible situation by holding them on their hands.,Kulsamnu (n)
"year, age",Kum (n)
a variety of wild tree,Kûm (n)
next year,Kum nawk (n)
the new year,Kum thar (n)
"a good year, a year of plenty or prosperity with good harvest",Kum thrat kum (adj)
every year,Kum tin (adv)
"yearly, annually",Kum tinin (adv)
"to be perennial, to be permanent, everlasting",Kumhlun (adj)
for all times to comes,Kumkhawtluong (adj)
"always, at all times, eternity, eternal",Kumkhuo (n)
"for all time, forever",Kumkhuoa din (adv)
corrupted term of ‘company’ which is a term given by the Hmars to (emperor) Queen Victoria,Kumpinu (n)
the whole year,Kumpui linglet (n)
"all years to come, forever",Kumtluong (adj)
a variety of flower,Kumtluong par (n)
"throughout the year, all year round",Kumtluonin (adv)
"a bud, to bud, beginning to form in the bud (as rice)",Kumum (n)
"a hundredth year, a century",Kumzabi (n)
"to stoop, to lean or bend forward",Kûn (v)
"a plant, a tree, the trunk of a tree, the stem of a plant",Kûng (n)
a Hmar Thiek sub clan,Kungate (n)
"stubble, short stumps of bamboos, etc",Kunghmui (n)
"the main stem, the main",Kungpui (n)
"a hole, a burrow; nine",Kuo (n)
"to put the hand on the shoulder of another, to put the arm round the neck or waist",Kuo (v)
outlet,Kuohlet (n)
"drooping, to pull down towards one (as a bough), to bend",Kuoi (v)
"a hooked stick, a crook",Kuoikim (n)
"to bend, to pull down towards one (as a bough)",Kuoikur (v)
"a tobacco pipe, a smoking pipe",Kuoite (n)
"a coil (as of rope), to make into a cylinder, to coil, to be winding, to be bent",Kuol (adj)
"enclose, to enclose",Kuolkhum (v)
"near, adjacent, neighbouring, nearby, vicinity",Kuom (adj)
from,Kuoma mi (prpn)
"nearby, close to, adjacent to",Kuomah (adv)
"to, with, along with",Kuomah (prpn)
"a coffin, the main holder",Kuong (n)
"the stem, the stalk",Kuong (n)
to hold in the arms,Kuongkuo (v)
quorum,Kuoram (n)
quotation,Kuoteson (n)
"to bend down, to droop",Kûr (adj)
"to bury the face in the hands, to put the hand to the face or head (as when in perplexity or sorrow), to hang the head",Kurinkuk (n)
"molasses, raw sugar, gur",Kurtai (n)
the hand,Kut (n)
"festival, a feast",Kût (n)
"to clap the hand, clapping",Kut ben (v)
a knuckle,Kut chang (n)
the ends of the fingers,Kut hmor (n)
marriage,Kut insui (n)
to hold the arms and refuse to extend hands,Kut kuongkuo (v)
the hands and legs (to lean on),Kut le ke (n)
one who is given to strike at someone with no rhymes and reason,Kut le lawk nei lo (n)
something done accidentally,Kut pal (n)
raising the hand,Kut phar (v)
to shake the hand,Kut thin (v)
"to crack the knuckles, to sprain the wrist",Kut ul (v)
"to beckon, to give signal to stop",Kut zap (v)
"in the hand, at hand",Kutah (adv)
a hand glove,Kutbawm (n)
"empty handed, possessing nothing",Kutbengthek (adj)
the point or first finger,Kutchal (n)
showing the point finger as a sign of warning,Kutchal inhmu (v)
something brought in as a present,Kutchawi (adj)
a beggar,Kutdaw (n)
a wayside beggar,Kutdaw mi (n)
the work of one’s hand or something which signals somebody’s hand or work,Kuthnung (n)
to beckon,Kutin hûi (v)
to whistle using the fingers,Kutkawi mut (v)
"a petty thief, to be given to stealing, one who is prone to stealing petty things, a likely thief",Kutkem nei (v)
the middle finger,Kutlai (n)
thimble,Kutlukhum (n)
a finger,Kutpar (n)
the palm of the hand,Kutpha (n)
a measurement equal to the width of the hand,Kutpha bawk (n)
the thumb,Kutpui (n)
wrist,Kutring (n)
empty-handed,Kutruok (adj)
ring,Kutsebi (n)
"manual worker, a labourer, a craftsman",Kutsinthawmi (n)
"handmade, handiwork",Kutsuok (adj)
the little finger,Kutte (n)
the ring finger,Kutte u (n)
"subjected to every kind of indignity such as slapping, pushing, beating",Kutthaknulna (n)
being crafty,Kutthemthiem (adj)
"to beat, to assault",Kutthlak (v)
"the fist, to clench the hand",Kuttum (n)
a person incapacitated (or too old) to work and who has no one to support him or her,Kuttuolleisam (n)
"a sign given by the hand, to make gesture using the hand",Kutzaizir (n)
palmistry,Kutzie (n)
"to be skilled in palmistry, one skilled in palmistry",Kutzie en thiem (n)
handwriting,Kutziek (adj)
"the areca palm and nut, the betel nut",Kuva (n)
