en,hmr
"soft, tender",Inno (adj)
"to laugh, to smile",Innui (v)
"smile, laughter",Innuina (n)
"to administer, administering",Inop (v)
constitution,Inop Dan (n)
"to exalt, to praise, to give thanks, to recommend",Inpak (v)
"to flatter, to pretend in praise",Inpak der (v)
"to receive praise, to be well reported of",Inpak hlaw (v)
"exaltation, praise, laud",Inpakna (n)
"songs of praise, worship song",Inpakna hla (n)
hymn book of praise,Inpakna hlabu (n)
praiseworthy,Inpakthlak (n)
"to forbid, loathing, reluctant to part with or give up",Inpâm (v)
that which is being of valued and loathe to part with,Inpamum (n)
"ulcer, sore",Inpan (n)
name of thorny species of tree with cotton like buds that grows on steep slope and cliffy areas and often refer to as a by-product of disobedience,Inpâng (n)
to be in close proximity physically or mentally,Inpaw (v)
"to have a bad name, to be defamed",Inpawi (adj)
"to be friends, to be together as friends; to copulate, to have sexual intercourse",Inpawl (v)
"to associate with, to make up after a quarrel",Inpawlngei (v)
"to act violently, to try and push out each other violently",Inpawngnek (v)
violence in the process of pushing or shoving each other,Inpawngnekna (n)
"surrender, to submit oneself",Inpe (v)
"ready, to be ready",Inpei (adj)
"to pass on, to hand on",Inpeksawng (v)
to shift from one village to another with whole family and one’s belongings,Inpêm (v)
connected or related with each other,Inpengtuo (adj)
"to stamp, to hop violently (those who are about to die)",Inper (v)
"flat and thin, flat",Inpêr (adj)
"decline, refusing to accept a duty or responsibility entrusted upon one’s shoulder, to deny oneself, to excuse oneself from",Inpha (v)
"to be generous, one who is being generous",Inphal (n)
to behave properly with propriety so as not to offend,Inphalam (v)
to follow one another in succession without a break (so that by the time one is finished with another is on hand),Inphamat (v)
"without break, continuously, one after another in rapid succession",Inphamat zatin (adv)
"thin, slim, slender, not thick",Inphân (adj)
having leprosy,Inphâr (n)
"betray, to betray or deceive",Inphat (v)
being betrayed or deceived,Inphatsan (adj)
bark of a deer,Inphawt (n)
to divide equally,Inphel (v)
to shelter oneself behind,Inphen (v)
clean or washing oneself,Inphifai (v)
"to go one strike, to agitate",Inphin (v)
twins,Inphir (n)
"to be in right proportion, to be of equal value or price, to be properly matched",Inphutawk (null)
the main house of a family where the head of the family (father) stays,Inpui (n)
"widows and orphans who submits themselves to the chiefs or a rich man’s house to be slaves (they are employed according to their ability but receive no wages except food, shelter and clothes and are allowed to marry and start their own home)",Inpui Suok (n)
to lend,Inpuktir (v)
"unite, united",Inpumkhat (adj)
unity,Inpumkhatna (n)
"to devote oneself, to surrender in full, to consecrate oneself",Inpumpek (v)
"to assemble, to call to assist, to mobilise, to call in for help",Inpun (v)
"to take after, to resemble (parents or elder by younger and not vice-versa)",Inpuo (v)
to prepare oneself,Inpuocha (v)
confess,Inpuong (v)
confession,Inpuongna (n)
"pregnant, to be or become pregnant",Inrai (adj)
name of a wild fruit,Inrainuthei (v)
keeping a good lookout for danger,Inralring (v)
"to annihilate, to destroy, to put out of existence",Inram (v)
"fast, quick, swift",Inrang (adj)
quickly,Inrang takin (adv)
to shout at each other in an angry tone,Inràu (v)
to burn,Inraw (n)
"lead, to lead",Inrawi (v)
"leader, one who leads",Inrawitu (n)
to give something secretly,Inrawlruk (v)
"to consult together, to reason together, to ask advice of one another",Inrawn (v)
"consultation, a conference",Inrawnkhawmna (n)
"a feeling or a desire for meat, etc after abstaining from it or being denied of it for some time",Inrawp (n)
"the slenderer area or point than the main area, a slender or thinner area",Inrêk (adj)
to arrange or prepare oneself,Inrelbawl (v)
"to move away from in a discreet manner, to escape, to run away secretly",Inrelhmang (v)
to be at peace,Inrem (adj)
"an accord, a peace accord, an agreement",Inremna (n)
"to economize, to manage with thrift, to use carefully",Inret (v)
to be bordering with each other,Inri (v)
lonely,Inrieng (adj)
"deep, full of meaning, multi-dimensional",Inril (adj)
"tired, worn out, exposed or subjected to friction of wear and tear, to be tired, etc",Inrim (n)
"to be ready, to be prepared",Inring (v)
loud (sound),Inring (adj)
"unexpectedly, when unprepared",Inring naw karin (adv)
"to prepare beforehand, to keep a good look out, to get or be ready",Inringlawk (adv)
Saturday,Inringni (n)
trusting each other,Inrington (v)
"to resent, to be reluctant to let go, to be reluctant to part with",Inro (v)
"in a position to inherit a property, use to describe closeness by blood",Inrohluo thei (v)
to rob oneself or each other,Inrok (v)
to interfere,Inrol (v)
"brittle, fragile, crisp, easily broken",Inrom (adj)
"to steal secretly, to thieve, slyly, on the sly, stealthy",Inru (v)
"one who is in the habit of stealing, one who often steals",Inru hmang (n)
"to be drunk, to be intoxicated, drunk, intoxicated",Inrui (v)
to intoxicate,Inrui tir (v)
"to steal secretly, to thieve, slyly, on the sly, stealthy",Inruk (v)
"rough, tough",Inrum (adj)
"to groan, to growl, to purr",Inrûm (v)
to invade each other,Inrûn (v)
"together, at the same time, in one",Inruol (adj)
"compete, to compete",Inruolsiek (v)
"to befriend, of friendship",Inruoltha (n)
"of the same age, a contemporary",Inruolthlak (v)
getting oneself involves in an issue uninvited,Insahla (v)
to personate,Insâl (v)
"to strain, to puff out the stomach",Insan (v)
high,Insâng (adj)
immediate younger sibling,Insangbung (n)
"to retreat so as to avoid imminent bad situation, to wind-up oneself after having a hint that something bad is on the way",Insaseng (v)
"shaky, shaking",Insawi (v)
"to take exercise, to practise austerity",Insawizoi (v)
an exercise,Insawizoina (n)
"to relieve one another, to take turns, one after another",Insawk (v)
"washing, to wash",Insawp (v)
full of grudge and demanding (like baby),Insek (adj)
to quarrel over something,Insekhek (v)
"to argue, to contradict one another, to discuss, to dispute",Insel (v)
"argument, dispute, debate",Inselna (n)
"to divide, to portion out",Insem (v)
observed,Inser (v)
"one on top of another, layer upon layer",Insersuon (adj)
what one does after eating a hot chilly,Insi (v)
name of wild tree,Insie (n)
to be or get ready,Insiem (v)
to medically arrange oneself so as not to get pregnant again,Insiem (n)
to have a miscarriage,Insiet (v)
"to bathe, to wallow",Insil (v)
bathroom,Insilna pindan (n)
"sneeze, to sneeze",Insim (v)
to shut as the eye,Insîm (v)
"short in length or height (skirt, petticoat, pant, rope, etc)",Insîng (adj)
"prepare, to prepare oneself, to make oneself ready for something",Insingsa (v)
"to regret, to repent",Insîr (v)
"repentance, contrition",Insirna (n)
"to be self-dissatisfied with; to light up, to put on (lamp)",Insit (v)
the feeling unsatisfactory or deficiency,Insitum (adj)
to plant in a nursery plant,Inso (v)
"to move, to shift",Inson (v)
unclean and untidy,Insop (adj)
"to sway up and down, to swing up and down",Insu (v)
"to hit something accidentally by the toe, to kick the foot against something",Insui (v)
to merge into one,Insuifin (v)
to join or merge together,Insuikhawm (v)
"to collide, to knock against each other",Insuk (v)
to get into trouble and fight with one another,Insukbuoi (v)
to weaken oneself or each other,Insukchau (v)
"to practise austerity, to deprive one's self of anything",Insukdawng (v)
to refresh oneself or each other,Insukhar (v)
to make oneself happy and gay,Insukhlim (v)
"to do one's self harm, to make one's self disliked",Insukhmaimawk (v)
"to get possessions, to be wealthy or rich",Insukmuk (v)
to become great and then turn rude and unmannerly,Insukngeng (v)
to accidentally injure oneself physically,Insukpal (v)
to denigrate oneself,Insukpawi (v)
to clean or purify oneself,Insukthienghlim (v)
to think oneself wise; to be proud of one’s own ability,Insukvar (v)
"to overlap one another, to go by different roads and so miss one another",Insulpel (v)
a signal given to each other on jhum path that they have gone ahead,Insulthliek (n)
"abstinence, to be temperate, to restrain one's self, to desist",Insûm (n)
"temperate, abstemious",Insûmthei (n)
"the rafter of a roof, roof beam",Insun (n)
"family; inside a house, indoor",Insung (n)
to pierce oneself to death,Insunhlum (v)
a suicide by way of piercing oneself with a knife,Insunhlum (n)
"to free, to let go, to release",Insuo (v)
"to quarrel, to fight, to come to blows",Insuol (v)
to be proud of oneself,Insuong (v)
to accuse each other,Insuosal (v)
"one who brings out or puts out, a founder",Insuotu (n)
"to examine oneself, reckon up, trace back",Insût (v)
to be at enmity with one another,Intai (v)
"difficult, complicated, tricky, not easy",Intak (adj)
"late, not on time, behind schedule",Intak (adj)
"to try to free oneself from being tied (by rope, etc)",Intâl (v)
"scarcity of plant or crops due to pest or insects or unaccounted occurrences (eg, mautam, aithing intam, thing intam, etc)",Intám (n)
one to be more (in quantity or number),Intam hlei (v)
"to outgrow, to outnumber somebody by forceful means",Intamchil (n)
"broken, cut off",Intan (v)
"stranded, being in bondage",Intâng (v)
"tight, crowded, close fitting",Intar (adj)
to submit oneself to,Intat lut (v)
"to train, prepare oneself (for special task or work)",Intat ngei (v)
to knock together (as heads),Intauh (v)
to leisurely spend time,Intawi (v)
"to touch each other, touching",Intawk (v)
"to move, to shift, etc (from one place to another)",Intawl (v)
"to pelt one another (verbally or physically with stone, etc)",Intawng (v)
"a ritual performed by a traditional Hmar priest so as to please ‘vanhrit’, the spirit of weather",Intei (n)
a variety of wild tree,Intei (n)
"to wriggle (due to pain), to move about, etc",Intel (v)
"to taste, to test the taste of by eating a little",Intem (v)
congested,Intêp (adj)
interest,Interest (adj)
interview,Interview (n)
"shaky, bouncy",Intet (adj)
"itch, pungent, hot (as pepper)",Inthak (adj)
hot (as chilly or pepper),Inthak (adj)
"lying upside down or face up, to turn upside down",Inthal (v)
being treated or regarded as inferior,Inthamlo (v)
"famous, popular",Inthang (adj)
"rough, not smooth",Inthap (adj)
"produced anew such as paddy, rice",Inthar (v)
"killing or being killed by one’s own type (human by human, animal by animal)",Inthat (v)
to offer a sacrifice when one is sick or the act of offering sacrifice to ensure good health,Inthawi (v)
"sacrifice, sacrificial offering",Inthawina (n)
to contribute,Inthawkhawm (v)
"loose, baggy, loose-fitting, not tight",Inthawl (adj)
"loosen up, less tight",Inthawt (v)
hate each other,Intheida (adv)
"to compete in showing one’s skill, having a trial of one’s skill (esp) in shooting a target",Inthemthiem (v)
"to swing, swinging",Inthên (v)
deprive of air (esp) cycle or motor tyres,Inthêp (adj)
to get involve in someone else’ problem or issue uninvited,Inther (v)
"bleed, bleeding",Inthi (v)
"to die, as when two men are fighting and each kills the other",Inthichilh (v)
"clean, to clean",Inthiel (v)
pronounced just or right,Inthiem (v)
"to purify, to cleanse, to make one's self ceremonially clean",Inthien (v)
"clear, clean",Inthieng (adj)
to relief of one’s nature’s call,Inthier (v)
to move away oneself from trouble,Inthierfihlim (v)
to be jealous of one another,Inthîk (adj)
dark,Inthim (adj)
"to tremble, to shiver, to shudder, to shake",Inthin (v)
of severe pain,Inthîp (adj)
not smooth (esp) hair,Inthir (adj)
"to let go, to release, to see off, to farewell, to part way",Inthla (v)
to give birth and increase in number,Inthla pung (v)
"to let the active momentum loosen and relax over it, careless, negligent",Inthlada (adj)
"carelessness, negligence",Inthladana (n)
to let loose (the wire that binds),Inthladul (v)
letting someone to be alone or in pair,Inthlafal (v)
"to feel uncomfortable or uneasy (due to one’s conduct), etc",Inthlahrung (adj)
to substitute,Inthlâk (adj)
to drop unintentionally,Inthlak (v)
sweating,Inthlan (adj)
redeem,Inthlan (v)
"a farewell, a sent off, a farewell program",Inthlana (n)
election,Inthlang (v)
"race, racing",Inthlansiek (v)
standing in queue,Inthlar (v)
to give birth from one to another,Inthlasawng (v)
"not equal in size, height, weight, etc",Inthlau (adj)
to partner with someone,Inthlawp (v)
"to relax, to lighten up",Inthlazal (v)
to exchange,Inthleng (v)
to move or turn around violently,Inthleng (v)
being folded,Inthlep (adj)
windy,Inthli (adj)
"partiality, discrimination",Inthlierhranna (n)
to quietly and secretively excluded someone,Inthlim (adj)
pour water or other drinkable liquid for oneself,Inthlit (v)
to request someone to stay back and not go,Inthlo (v)
a state of boiling,Inthlok (v)
to walk together in a job etc,Inthlon (v)
to move something from one container to another,Inthlong (v)
to partner with someone,Inthlop (v)
to vibrate,Inthlor (v)
a mole hill,Inthlung (n)
affiliate,Inthlung (v)
"to host a stranger, to play host to",Inthlung tir (v)
to spread or stretch one’s leg,Inthluong (v)
from,Inthok (prpn)
"to participate for work, to go out for a particular job",Inthok (v)
to physically stretch oneself,Inthrai (v)
"to grow, growing",Inthrang (v)
to separate amicably,Inthratthre (v)
"to separate, to divorce, release of water that has accumulated in large quantity",Inthre (v)
to stretch oneself physically,Inthrei (v)
"separation, division, divorce",Inthrena (n)
"to frighten, to startle, to make someone scare",Inthri (v)
to bring down a hen after it hatched along with the chickens,Inthrum (v)
"sit, to sit (on chair, stool, etc)",Inthrung (v)
"deep, to be deep, not shallow",Inthûk (adj)
to control oneself,Inthunun (v)
discipline,Inthununna (n)
"to be double, to be twofold, doubled, twofold",Inthuo (v)
breathe,Inthuok (n)
to put dress on,Inthuom (v)
"dress, apparel, clothing, garments",Inthuomna (n)
"to hide one's self, to be hidden",Inthup (v)
"to be unanimous or of one mind, to be united",Inthuruol (v)
"unity, oneness",Inthuruolna (n)
to be taken up with one to the exclusion of others,Inti bik (v)
to promise,Intiem (v)
"promise one another, to make a contract, to take oath, to make vows, to vow",Intiemkam (v)
"a vow, an oath",Intiemkamna (n)
a vow,Intiemkamna (v)
a promise,Intiemna (n)
general census,Intiempui (n)
name of a basket,Intieng (n)
"to pile up, to put one on top of another, one on top of another",Intieng (v)
name of edible wild fruit having juicy flower,Intier (n)
of same size or height,Intiet (adj)
"to be extra cautious, careful, wary, etc",Intîm (adj)
to arrange food provision,Intintuo (v)
to make oneself important,Intipoimaw (v)
"to send, to dispatch",Intir (v)
a poisonous centipede,Intit (n)
to be proud of oneself,Intithei (v)
to act or behave proudly,Intivei (v)
"to redeem, to buy back, to atone",Intlan (v)
"atonement, redemption",Intlanna (n)
"to run a race, to race, to compete in a running race",Intlansiek (v)
to let someone runaway or escape,Intlansiettir (v)
"standing in line, to put in line",Intlar (v)
having a big difference,Intlau (adj)
"a fool, an imbecile",Intlaw (n)
"to lie with a woman and ruin her spotlessness, to defeat, etc",Intlâwm (v)
to violently turn the trunk around randomly and restlessly,Intleng (v)
"accumulation of water, liquid, fluid, etc",Intling (n)
"to boil, boiling (water or liquid substance)",Intlok (v)
"to walk together, to be on good terms with one another",Intlon (v)
to remove the contents of a pot altogether,Intlong (v)
to be equal,Intluk (adj)
brought to somebody’s notice,Intlun (v)
a white ant hill,Intlung (n)
a Hmar Lungtau sub clan,Intoate (n)
self sufficient,Intodel (adj)
"the name of a game played with a top, to play at the above game, to collide",Intok (n)
to slide,Intol (v)
"to crouch, to be crumpled, to be drawn together, to be contracted, to be shrunken",Intom (v)
"to meet one another, to come across one another",Intong (v)
to be with each other at all time,Intrawiawm (v)
to dry over the fire,Intrawl (v)
"to share, to use or have in common",Intrawm (v)
a ritual performed by a traditional pre-Christian priest so as to cleanse the unclean,Intrei (n)
"steep, precipitous",Intrên (adj)
"a situation of excessive heat (fire, sunshine, etc) on the body",Intreng (adj)
soot formed over Hmar traditional village hearth or fire place,Intring (n)
"to connect, to relate to, to bond with",Intringmit (v)
a woman in her periods,Intrum lo (n)
"name of a flowering wild tree (if its bloom good, it is believed to be a good year)",Intruo (n)
a variety of wild tree,Intruo (n)
"to be grey (hair), to have grey hair",Intruok (v)
"matching, corresponding (in pattern or design)",Intu (adj)
"to melt away, to melt",Intui (v)
a fowl laying an egg,Intui (v)
a member of a family separating from each another,Intuithlar (v)
to submit oneself,Intuklut (v)
"to swing, to swing, to sway, to move back and forth; to cling on using the hand",Intûl (v)
"to blame, to put the blame, to accuse",Intum (n)
"to sulk, to show sulky face",Intûm (v)
the palm tree,Intûm (v)
a variety of wild strawberry fruit that ripen in end month of ‘thlatun’ or April,Intun (n)
"to make something stand on one end leaning against something, to prop up in a vertical position",Intung (v)
to make ends meet,Intuo (v)
to sharpened (knife or iron materials),Intuoi (v)
meeting of two individual or other living things,Intuok (v)
meeting of more than two individual or other living things,Intuokkhawm (v)
meeting (of many people),Intuokkhawmna (n)
a free for all or civil war type mob violence between two parties,Intuolvuok (v)
"to wrap oneself with cloth, etc",Intuom (v)
gloomy,Intûr (adj)
to be related to one another as brothers or sisters,Inunau (v)
brotherhood or sisterhood,Inunauna (n)
"not easily breakable (thread, wire), tough",Inuoi (adj)
to retch,Inuok (v)
"to put a lid on a pot when boiling on the fire to keep the steam in, humid",Inup (v)
"at loss, to bewildered, to have nowhere to go",Invai (v)
"to crawl, to go, to walk, to wander about",Invâk (v)
to go into rings or circles,Inval (v)
a Hmar Vangsie sub clan,Invang (n)
to have a hole,Inveng (adj)
"to be watchful, to be on the alert",Invêng (v)
"a fool, foolish, an imbecile, an idiot",Invêt (n)
"to rotate, to revolve",Invir (n)
"to contract or catch (a disease), to have (a disease)",Invoi (v)
"to pass away (as a month, year, etc)",Invoi (v)
a son in the family moving to a separate house after marriage,Invom (v)
name of a wild tree (the bough often used to make rice serving plate),Invong (n)
"to keep oneself, to look after or care for or take care of one’s own character, conduct, behaviour or mode of life",Invong (v)
"to keep oneself pure, clean, or holy",Invong thienghlim (v)
a plate made from ‘invong’ tree which is common in the olden days,Invong thleng (n)
a land leech,Invot (n)
to bury the death,Invui (v)
"swollen due to injury, swell, swelling",Invûng (v)
swollen due to injury,Invuol (adj)
to throw away (flat item),Invuong (v)
tickling (to the body),Inza (adj)
"giving respect, giving honour or reverence",Inza (v)
"to feel, to be shy, modest, ashamed, etc",Inzak (v)
shame,Inzakna (n)
shameless,Inzakna hrielo (adj)
shameful,Inzakum (adj)
"to make someone sleep or lay down, to lie on the back",Inzal (v)
"creep, creeping (plants)",Inzâm (v)
"respect, honour, reverence",Inzana (n)
"to lightened, to make it light",Inzâng (v)
"to fan, to winnow, to flap, to flutter",Inzâp (v)
"feeling ashamed of, to be ashamed of",Inzapui (v)
"shameful, disgraceful",Inzapui um (adj)
to equal in number or quantity,Inzat (v)
"to extend, to enlarge",Inzauh (v)
"respectful, honourable, reverence begetting, respectable",Inzaum (n)
to mate (animals),Inzawl (v)
to make ‘more than a normal’ friendship,Inzawl (v)
a flat surface,Inzawl (adj)
to be in a straight line,Inzawn (v)
to carry together,Inzawn (v)
enticing,Inzawr (v)
to foretell the lyrics of a song in community singing,Inzawt (v)
"the enjoinment of more than one person in line by holding a rope or a pole when walking in a steep and tough hilly terrain, one after another",Inzawt (v)
tickling one another,Inzel (v)
to commit fornication,Inzen (v)
to tuck in,Inzep (v)
a variety of wild tree,Inzi (n)
"that is being written, that has already been written",Inziek (n)
"fluent, fluency, of the original",Inziet (adj)
"to go on a journey, to visit a distant village",Inzin (v)
"narrow, small, close together, to be narrow, etc",Inzing (adj)
"ready, being prepared for",Inzo (adj)
"to connect, to join to, to subscribe, to be joined together, to be contiguous",Inzom (v)
"continuously, without a break",Inzom zatin (adv)
"a joint, connection",Inzomna (n)
"to search, searching",Inzong (v)
to sell oneself (prostitute),Inzor (v)
to walk or go one after another,Inzui (v)
"tapering, to taper, going smaller",Inzui (adj)
"to go along, to go side by side",Inzul (v)
"pointed, to sharpen to a point",Inzum (adj)
"pee, to pee",Inzun (v)
a variety of wild tree,Inzuong (n)
name of a variety of rats that usually lives in Hmar traditional village houses,Inzupui (n)
a sack,Ip (n)
"to prevaricate, to lie, to keep anything back, to suppress, to conceal",Ip (n)
to prevaricate or conceal closely,Ip tlat (adj)
"the part of the breast above the sternum, sometimes applied also to the part where the sternum is situated",Ir (n)
"to fall on each other's neck, to embrace",Ir leh ir suktuo (v)
the upper part of the chest or breast; words or speech of high quality and respectable is said to be coming out from this part of the body,Irawm (n)
a Meitei dish of chilly and variety of vegetables with fermented fish,Irawnba (n)
"partly digested food returned from the stomach for further chewing, cud",Irh (n)
"to belch, to eructate",Irh (v)
chew the cud,Irh soi (v)
"squash, chayote",Iskut (n)
Jesus,Isu (n)
jealous,Itsik (adj)
"to envy, to be jealous of",Itthik (adj)
eucalyptus tree,Iukeleptas (n)
"I, my, me",Ka (prn)
opening of the mouth,Ka (v)
from me,Ka kuoma inthok (prn)
"to me, with me, along with me",Ka kuomah (prn)
mine,Ka ta (prn)
mine,Ka ta (prn)
exclamation,Ka tei! (intjn)
a sudden cry or remark of expressing surprise or strong emotion or pain,Ka tei! (intjn)
cabinet,Kabinet (n)
a syringe like play things of young boys,Kachik (n)
"a spot, a spot in river bank adjacent to a village",Kai (n)
"anything which facilitates climbing a tree, stairs, crossing a river; to be infected with, to catch or get (a disease from someone else) by infection; to attend school",Kai (v)
"a blot, a blotted spot",Kaidum (n)
prawn,Kaikuong (n)
to be indecisive and begin from the start again and again,Kaikuongpa rorel (v)
the kingfisher,Kaikuongral (n)
"a ladder, stairs",Kailawn (n)
name of a Hmar kindred (unau-suopui) tribe settled in Tripura,Kaipeng (n)
a term used by Hmars of NC Hills to call the Kacharis or Dimasas,Kairi (n)
a collective work style in traditional village jhum works,Kaisan (n)
inviting neighbours and friends for one’s jhum or other jobs,Kaisan fiel (n)
"to be promoted, to attend higher rank or position",Kaisang (v)
promotion,Kaisangna (n)
Caesar,Kaisar (n)
the steps leading up to a Hmar house,Kaitren (n)
the bend of the leg behind the knee,Kaiza (n)
"to lend a helping hand, to support",Kaiza veng (v)
"an attendant, a companion on a journey, a supporter, one who looks after another's interests",Kaiza vengtu (n)
sapling,Kak (n)
"split, rent, branch or fork (of a tree)",Kâk (adj)
"consequence, effect",Kakhawk (n)
a variety of wild tree,Kakphek (n)
a variety of wild tree,Kaksawk (n)
"a measure, a conical heap of rice the apex of which will be level with the tips of a man's fingers when standing with the arm raised high above the head",Kakzawn (n)
"the kidneys, a kidney",Kal (n)
"lock, to lock; to oppose, to contradict, to act contrary to",Kal (v)
"to walk, to take step",Kal pen (v)
"to march, a march, marching",Kal rem (v)
the joints of the two human limbs below the private parts,Kalak (n)
to move forward,Kalchawi (v)
rafters under the roof of a house running lengthways and lying immediately above the kalkhang,Kaldung (n)
calendar,Kalendar (n)
"trend, way, mode, manner, style, way of doing",Kalhmang (n)
rafters under the roof of a house running breadthways and lying immediately below the kaldung,Kalkhang (n)
to fasten a door so as to prevent one from going out,Kalkhum (v)
calculator,Kalkulator (n)
fare (of a public transport),Kalman (n)
stilts,Kalthret (n)
"the mouth, speech, conversation, talk, speech; a bank, a shore",Kam (n)
"to set a trap; to support from underneath, to prop up, to prevent rolling by wedging",Kam (v)
savory or pleasant to the mouth,Kam inden (adj)
to open the legs,Kam ka (v)
"to rebuke, to scold, a word or two",Kam khat (v)
with one’s whole might and power,Kam petin (adv)
name of wild plant,Kamantri (n)
a variety of wild tree,Kamatrek (n)
"anything eaten between meals, light refreshment",Kamcherek (n)
speaking forcefully,Kamchim na (n)
shirt (derived from a Hindi term of ‘kameej’),Kamis (n)
"to give hint, to give some clue",Kamkeu (v)
"scold, rebuke",Kamkhat (v)
"to help, to stand by or up for",Kamki (v)
campaign,Kampen (v)
see ‘kamcherek’,Kamram (n)
"to gossip, to be talkative, to divulge a secret",Kamtam (adj)
to smack the lips,Kamtep (v)
"we, our, us",Kan (prn)
"to visit, to pay a visit to",Kan (v)
"to step over, to cross over",Kân (v)
"dry, to decrease, to evaporate, to dry up",Kang (adj)
"burn, to burn",Kàng (v)
"to be raised off the ground, to be lifted off the ground",Káng (adj)
to burn down,Kang ral (v)
"to char, to burn, charred, burned",Kang ut (v)
a Hmar Thiek sub clan,Kangbur (n)
to dry up and cease to flow,Kangchat (v)
a name given to various kinds of hats or helmets,Kangdar lukhum (n)
"the crane, the saras",Kanghlai (n)
name of a thorny and poisonous plant usually found in the aftermath of a burnt jhum,Kanghling (n)
to clear a piece of forest after the undergrowth has been burnt and make it as an extended jhum without any further burning,Kanghreng (v)
"a fire, outbreak of fire",Kangmei (n)
"firemen, fire brigade",Kangmei threltu (n)
a species of domesticated big duck,Kangnga (n)
puffed rice cake popular in Manipur,Kangpuok (n)
the part of forest that is partially burnt out in a jhum fire,Kangsat (n)
name of a climber with dreadful thorn,Kangthrai (n)
a variety of wild tree,Kangtrek (n)
a time between the burning and the springing up of the first seeds,Kangvar (adj)
a rain that falls during ‘kangvar’,Kangvar ruo (n)
"the portion extended for jhum as it was partially burnt, a piece of forest cleared for jhum after the undergrowth has been burnt down",Kangzeu (n)
drug (mostly the poppy plant),Kani (n)
cancer,Kansar (n)
cancel,Kansel (v)
the fork of the legs,Kap (n)
"to gag, to wedge open",Kap (v)
"to fire (a gun), to shoot at",Kâp (v)
to shoot and hit the target,Kap fuk (adv)
to shoot and miss the mark,Kap threl (v)
steel,Kapathir (n)
"to shoot dead, shot dead",Kaphlum (v)
the space between the legs,Kapkar (n)
to wedge open straight (to the limit),Kapmar (v)
"a gag, a wedge",Kapna (n)
a child’s popgun made of bamboo,Kappup (n)
captain,Kapten (n)
"a worry, a trouble, anything which troubles or worries the mind or which occupies or haunts or gets on the mind",Kaput (n)
"the name of a trap (tiger, bear) which releases a spear or pointed bamboo or fires a gun",Kar (n)
"to lever, to paddle with a stern oar, to wriggle about, to row; to secure or demand on certain conditions or by distrait",Kar (v)
"to step, to pace, to stride",Kâr (v)
"car; between, the space between, the place between; week (the short form of ‘chawlkar’)",Kâr (n)
"far off, to be far from each other (v), to be separated by long distance",Kar hla (adj)
"between, in between",Karah (prpn)
expressing pain or sympathy,Karei (intjn)
curfew,Karfiu (n)
"a lever, an oar",Karfung (n)
"while, whilst, during the interval",Karin (adv)
far off from each other,Karinkik (adj)
the place or between interval,Karlak (n)
"between, in between",Karlakah (prpn)
in no time,Karlovin (adv)
carpenter,Karpentar (n)
carpet,Kârpet (n)
"alternately, in between",Karthlak (adv)
cartoon,Kârtun (n)
cartridge,Kartut (n)
custom,Kastom (n)
"cut, to cut, deduct; to stumble, to hop, to jump",Kat (v)
sulphur,Kât (n)
the walking leaf insect,Katchat (n)
a measurement of land of approximately 2880 square feet or 0.0661 acres and which is in vogue among Hmars of Assam,Katha (n)
catholic,Katholik (n)
"to cock a gun, to force or pull open, to open or be open (as the legs, earth, cut, etc.)",Kau (v)
to fully cock (as gun),Kau hni (n)
to half cock (a gun),Kau khat (n)
council,Kaunsil (n)
the shell of a turtle/tortoise,Kaw (n)
not straight,Kaw (adj)
"membrane, skin (as inside of egg, etc)",Kawda (n)
a variety of wild tree,Kawdorawi (n)
"crooked, bent, to be crooked, etc, a bend",Kawi (adj)
"crookedly, circuitously",Kawitakin (adv)
the sickle,Kawite (n)
bald,Kawk (adj)
"scold, reprimand; to point, to point at",Kawk (v)
"pointless, valueless, meaningless",Kawk bo (adj)
"crossed, in the form of a cross",Kawkal (adj)
an edible fern plant,Kawkcha (n)
"to introduce, to point out",Kawkhmu (v)
"indication, sign (road)",Kawkhmuna (n)
a term used to refer to Burmese (Myanmarese); the horizon,Kawl (n)
"nearby, adjacent, neighbouring, vicinity",Kawl (adj)
licking the outer parts or surface (as done by a dog on a bone),Kawl (v)
"shackled, handcuffed",Kawl bun (v)
the name of a yellow silk,Kawl eng (n)
"zodiacal light, also the light in the sky before sunrise and after sunset",Kawl éng (n)
"vicinity, surroundings",Kawl vel (n)
one’s assignment or job done from morning daily,Kawla ni suok tiem (phrase)
"near, close to, adjacent by",Kawlah (prpn)
a species of edible plant (akin to ‘vaianthur’),Kawlanthur (n)
the sweet potato,Kawlbahra (n)
"the early morning, dawn when the horizon lights up",Kawleng (n)
cholera,Kawlera (n)
"keeping with, having it, safeguard",Kawlh (v)
"fierce, ferocious, wild (like a dog)",Kawlh (adj)
name of a species of hornbill,Kâwlhau (n)
the name of species of hornbill,Kawlhawk (n)
"nearby, neighbouring, close to",Kawlhnai (adj)
"a large knife, a sword",Kawlhnam (n)
to fence with sword,Kawlhnam invai (v)
"bold with plenty of nerve, robust",Kawlhrawng (adj)
lightning,Kawlinlep (n)
sweet potato,Kawlkai (n)
the horizon,Kawlkawdong (n)
"the horizon, the utmost bounds of the earth",Kawlkil (n)
"to the uttermost part of the earth, up to the horizon",Kawlkil chenin (adv)
a species of turtle the shell of which is not hard like other species,Kawlnêm (n)
a sun risen from the horizon,Kawlnisuok (v)
"lightning, an electric",Kawlphe (v)
electric lamp,Kawlphe khawnvar (n)
"torchlight, electric light",Kawlphemei (n)
horizon,Kawlrâwn (n)
