en,hmr
"to warm oneself under sun ray, sunbath",Nisa lum awi (v)
"under the blazing sunshine, in the scorching heat of summer (usually referring to how one use to work in the jhumfield)",Nisa sen veng vung hnuoiah (adv)
sun rise,Nisa suok (v)
sunset,Nisa tla (v)
to sit with one’s back towards the sun and feel the heat (winter morning),Nisa zang puok (v)
to have the heat of the sun on one’s back,Nisa zang puok (v)
a holiday,Niserh (n)
"nevertheless, yet, still, but, notwithstanding",Nisienlakhawm (conj)
a portion of a bride price given to the girl’s father’s sister,Nisum (n)
"sunrise, to rise (as the sun)",Nisuok (v)
nuclear,Niukliar (n)
newspaper,Niuspepar (n)
"a cup, a vase, a jug",No (n)
"soft, tender",No (adj)
shake,Nok (v)
"to be careless, slipshod or negligent",Nomna (v)
"repeat, to do or say anything over and over again, again and again, over and over",Non (v)
repeat again,Non nawk (adv)
"the secondary items of a curry, the leftovers of food",Nong (n)
a variety of thorny edible shrub found abundance in Manipur valley,Nongmangkha (n)
"a big cup, a trophy, a shield",Nopui (n)
"to butt, to push",Nor (v)
"a mother, a maternal aunt, a paternal uncle's wife, a husband's mother, a female, a feminine affix",Nu (n)
"to act as a mother, to take the place of a mother",Nu chanchang (v)
"wife and children, family",Nu le nau (n)
parents,Nu le pa (n)
motherless,Nu nei lo (adj)
a baby in need of adequate mother’s milk,Nuchak invoi (v)
mother and child,Nufa (n)
a situation of weakness or feeling of dizziness experience by a young baby as the mother is about to bear a child again; the situation experience by a young man after hearing that he is impregnating a woman,Nuha (n)
"woman, wife",Nuhmei (n)
a strip made of split bamboo or cane used by woman for carrying load in a paikawng or basket,Nuhmei hnam (n)
betrothed or engaged with a girl,Nuhmei huol (v)
a girl,Nuhmei naupang (n)
"to marry, to be married",Nuhmei nei (v)
a woman escaping to her father or brother’s house due to disagreement with the husband or husband’s family,Nuhmei zam (v)
a baby girl,Nuhmeite (n)
last,Nuhnung (adj)
the very last,Nuhnungtak (adv)
a stepmother,Nuhron (n)
smile,Nui (v)
a smiling face,Nui hmel (n)
to feel like laughing,Nui inza (v)
"to laugh at, to mock, to scoff at",Nuisan (v)
cracking jokes,Nuiza siem (v)
"a comedian, joker, a clown, a jester, one who is good in making jokes",Nuiza siem thiem (n)
jokes,Nuizat (v)
"to be funny, to be ridiculous",Nuizat thlak (v)
one who is being laughed at,Nuizatbûr (n)
"ridiculous, funny, laughable",Nuizatum (adj)
a man’s brother in-law who married his wife’s sister; men whose wives are sisters,Nulam (n)
"life, living",Nun (n)
"life, mode or manner of life",Nun dan (n)
normalcy,Nun dan pangngai (n)
women and children,Nunau (n)
a Hmar Lungtau sub clan,Nungate (n)
living creatures,Nungcha (n)
"nature, character, mode of life, disposition, habit",Nungchang (n)
"good natured, good mannered",Nungchang tha (adj)
"a maiden, a young woman",Nunghak (n)
a very common and rather institutionalised way of approaching and wooing a girl by a boy wherein the boy goes to the girl’s house usually in the night,Nunghak leng (v)
to commit fornication or have illicit sexual relation with an unmarried woman,Nunghak ngai (v)
a virgin lady,Nunghak thienglam (n)
past life,Nunhlui (adv)
to enjoy life in reckless manner,Nunkhaw pham (v)
happy moment,Nunkhawnuom (adj)
to be good-tempered,Nunnem (adj)
to be tired of life,Nunnghok (v)
"offensive, ill-mannered, ruthless, pitiless",Nunrawng (v)
"to be cruel, vicious, bad, to be cruel, etc",Nunsie (v)
short-lived,Nuntawi (adj)
"one lakh, one hundred thousand",Nuoi (n)
"to brush, to rub, to blow about violently",Nuoi (v)
the name of a plant with edible leaves; name of a colour,Nuoinawk (n)
name of flowering plant,Nuoithang (n)
"willing, wish, want",Nuom (v)
"reluctant, not willing",Nuom lo (v)
one’s wish and whims,Nuom nuom (adv)
"just as one wishes, just as one please",Nuom nuomin (adv)
according to one’s wishes,Nuom thu in (adv)
"to enjoy pleasure, to revel",Nuomchen (v)
to enjoy pleasure,Nuomsip bawl (v)
"sulk, to be displeased, disgruntled",Nuor (v)
"husband and wife, a married couple",Nupa (n)
separation of husband and wife by death – thought to be the most difficult death to comprehend with,Nupa trangthre (n)
"a woman who have had a child, a wife, a mother’s elder sister",Nupui (n)
poetical word for ‘wife’,Nuthai (n)
a young woman either divorced or widowed (opposite gender of ‘pathlawi’),Nuthlawi (n)
"a full-grown female, to arrive at the age of puberty",Nutling (n)
a middle-aged married woman,Nuvanglai (n)
an exclamation citing ‘mother’,Nuvuoi (interjn)
office,Ofis (n)
officer,Ofisar (n)
,Oksizen (n)
octopus,Oktawpus (n)
easy,Ol (adj)
easy,Olai (adj)
olive,Oliv (n)
easy,Olsam (adj)
"crop of fowl (chicken, duck, birds)",Ong (n)
"weak, worn out (as house, man) etc",Ongrop (adj)
"to brood over, to sit (as a fowl), to govern, to rule",Op (v)
to successfully brood (hen),Op keu (adv)
opium,Opiam (n)
"to bring up (as a child), to rear",Optlei (v)
"a ruler, a governor",Optu (n)
the throat (outside),Or (n)
putting something on the neck as necklace,Or (v)
a goitre,Or puor (n)
goitre,Orbawk (n)
to sit down and partake (food),Ot (v)
"a father, a husband's father, a male, a masculine affix; mushroom, a fungus",Pa (n)
"unit (pa, sawm, za, sang = unit, ten, hundredth, thousand)",Pa (adj)
to act as the father or head of the house,Pa chan chang (v)
fatherless,Pa nei lo (adj)
the name of a variety of mushroom,Paarasi (n)
the name of a variety of mushroom,Paardang (n)
the name of a variety of mushroom,Pachang (n)
the name of a variety of mushroom,Pachokchawnor (n)
father and child,Pafa (n)
a family of just husband and wife or with young children in which only the husband is able to work,Pahmei (n)
name of a variety of mushroom,Pahnachang (n)
name of a variety of mushroom,Pahnaiput (n)
the name of a variety of mushroom,Pahnakhar (n)
clan or sub-clan,Pahnam (n)
two,Pahni (adj)
second,Pahnina (adj)
a stepfather,Pahron (n)
to put in one’s pocket or bag,Pai (v)
to hang (the strap of) a bag on one’s shoulder,Pai (v)
"to conceive, to have in one's inside or below the skin, to digest",Pai (v)
"stagger, stagger walk, walk not in an upright manner",Pai (adj)
"not fluent (in talks, conversation)",Pai (adj)
a Hindi originated term for loose pants,Paijama (n)
the name of a basket,Paikawng (n)
pioneer; road construction worker of the 1980s and 1990s,Painar (n)
the name of an edible fungus,Painthlung (n)
the name of a basket usually strapped around the waist,Paiper (n)
a paise,Paisa (n)
a 3 pie (money),Paisa dere (n)
the name of a tribe,Paite (n)
a Hmar Khawbung sub clan,Pajamte (n)
to inhale (cigarette),Pak (v)
a Hindi originated term for solid (structure) or document,Paka (adj)
a Hindi originated term for land documents of the highest value,Paka patta (n)
to go over to the side of another,Pakai (v)
to desert in order to join another; to join another party after deserting one's own,Pakai san (adv)
the name of a variety of mushroom,Pakhangbun (n)
one,Pakhat (adj)
"just one, only one",Pakhat char (adj)
one by one,Pakhat khatin (adv)
"none, not even one, not a single one",Pakhat khom (prn)
first,Pakhatna (adj)
a man who lives alone,Pakhatte (n)
a Hmar Thiek sub clan,Pakhumate (n)
a Hmar clan,Pakhuong (n)
nine,Pakuo (adj)
ninth,Pakuona (adj)
"to wade a stream, to wade a water body",Pal (v)
"unintentional, accidental",Pal (adv)
"an ambassador, an emissary, a go between",Palai (n)
"a ‘love letter’, middleman in love affairs between young men and young women",Palai bawngte (n)
"to send an ambassador (the term is mostly used when a boy’s family sent their ‘mak/makpa’ to a girl’s family for marriage proposal – in good times. And in bad times, when a family sent someone, usually again, their ‘mak/makpa’ to another family to resolves some disputes. The ‘palais’ usually go with a pot of wine in the past, and tea in the present days)",Palai tir (v)
"spinach, a variety of mustard",Palak (n)
a glass bottle,Palang (n)
a variety of non-edible mushroom with unbearable pungent smell,Palên (n)
four,Pali (adj)
fourth,Palina (adj)
a species of edible fungus,Paluong (n)
"sorry to let it go, that is being missed, regrettable, regretful",Pâm (adj)
see ‘chapchar’,Pamchap (n)
"sorry to loss, to be a waste",Pâmhmai (n)
a general assembly of all heads of family of a Hmar traditional village in the beginning of a year to discuss and select jhum site or any other relevant issues,Pamrorel (n)
"to leave without finishing, abandoning it, to leave unfinished or incomplete",Pâmthrul (v)
"to approach, to make for, to steer for, go towards",Pan (v)
"a sore, a wound",Pân (n)
"the body, the flank, the side (of a mountain, etc)",Pang (adj)
name of thorny species of tree with cotton like buds that grows on steep slope and cliffy areas and often refer to as a by product of disobedience,Pâng (n)
to be scare or afraid (to the point of a tickling skin),Pang inza (v)
one side (of a body),Pang khing (n)
five,Panga (n)
the term used to refer to the Muslims of Manipur which again is derived from Bengal or Bangal,Pangal (n)
a Hmar Khawbung sub clan,Pangamte (n)
fifth,Pangana (adj)
"bold, brave",Pangchang (adj)
"boldly, bravely",Pangchang takin (adv)
puncture (of vehicle or cycle tyre),Pangchar (v)
a portion of a bride price given to the kinsmen of the girl’s father,Panghak (n)
name of edible wild plant,Pangkai (n)
name of a wild tree with edible fruit,Pangkai (n)
while one is ‘naupang’ or child,Panglai (n)
the same,Pangngai (adj)
"not same; a half crack, one who is slightly below normal person",Pangngai lo (adj)
a sub clan under Hmar Thiek Vankal,Pangote (n)
"accidental, unintentional (adv), accidentally, unintentionally, by chance",Pàngpal (adj)
"fins (of fish), etc",Pângpar (n)
a kind of cotton yielded by the tree,Pangpat (n)
the name of a large hairy caterpillar,Pangrem (n)
"the skin, substance, form",Pangti (n)
smooth skin,Pangti nam (adj)
a sub clan under Hmar Thiek Vankal,Pangulte (n)
"bone chilling, scary or frightening (which even make the skin to get tickle)",Pangzatum (adj)
to have many wounds and scars on the body,Pânin bawm (adv)
"sore, ulcer, injury, etc",Panna (n)
an infected carbuncle or inflamed sore,Panna huoisuol (n)
to have multiple scar or sore in the body,Panna in bawm (adj)
scab,Panna khir (n)
"a species of edible creeping plant, a betel leaf",Panruong (n)
the upper or higher side (of a house on a hill side),Pansak (n)
neighbours,Pansak-panthlang (n)
those living in the upper side of one’s house,Pansakhai (n)
inflamed wounds,Pansie (n)
a variety of wild strawberry fruit,Pantha (n)
the lower side (of a house on a hill side),Panthlang (n)
those living in the lower side of one’s house,Panthlanghai (n)
a negative repercussion,Pâp (n)
a species of edible fungus,Papal (n)
a species of edible fungus,Papar (n)
to look to exclusively (to do anything),Papek (v)
"a married man, one’s father’s elder brothers",Papui (n)
a middle-aged married man,Papuitebob (n)
"to open up (as a flower, etc), to spread out (one’s wing)",Par (v)
"a flower, a blossom",Pâr (n)
"to enjoy a happy situation, to frolic",Par tlan (v)
"nectar, honey (in the flower)",Par zu (n)
paradise,Paradis (n)
a Hmar Zote sub clan,Parate (n)
the name of a variety of mushroom,Parawmau (n)
cauliflower,Parbawr (n)
broccoli,Parbawr hring (n)
a curtain (originated from Hindi term of ‘purdah’),Parda (n)
father and sons,Pareng (n)
eight,Pariet (adj)
eighth,Parietna (n)
parking,Parking (n)
to harvest by cutting off the ears of grain and leaving the stalks standing,Parlak (v)
name of a variety of weed with soft flower,Pârnêm (n)
a divorced man or a widower or an old bachelor or a man living all alone away from his family,Parol (n)
parcel,Parsel (n)
percent,Parsen (n)
a flower; a poetic word for girlfriend,Parte (n)
a garland of flowers,Parthri (n)
party,Parti (n)
six,Paruk (adj)
sixth,Parukna (adj)
the name of a variety of mushroom,Paruomau (n)
a pigeon,Parva (n)
a variety of wild mushroom,Pasainakawr (n)
a variety of wild mushroom,Pasainam (n)
"a male, a man, a husband, one’s husband",Pasal (n)
"to marry a man, to have a husband",Pasal nei (v)
a variety of wild tree,Pasaltakaza (n)
a young boy,Pasalte (n)
shawl of the warrior,Pasaltha puon (n)
"a brave man, a warrior, valiant",Pasalthra (n)
seven,Pasari (adj)
seventh,Pasarina (adj)
name of a variety of edible mushroom,Pasawnthlung (n)
"poor, badly off (n) a poor person",Pasie (adj)
year of poor harvest,Pasiet kum (n)
"counting years like a poor man (a poor man always expects the next year to be better for him. Hence, the phrase)",Pasiet kum tiem (adv)
poverty,Pasietna (n)
the name of a variety of mushroom,Pasisaw (n)
pastor,Pastor (n)
"moss, cotton, yarn",Pat (n)
a hank of cotton yarn,Pat duong (n)
a reel or ball of cotton,Pat hlum (n)
one of the important steps of indigenous Hmar cotton reeling process,Pat inchawn (v)
to chaffing of raw cotton,Pat inding (v)
reeling cotton,Pat inhlum (v)
a cotton winding machine (see ‘suthlam’),Pat inhlumna (n)
rolled cotton ready for spinning,Patchawn (n)
name of a particular cotton shawl,Patchawnpuon (n)
"uncle, one’s father’s younger brothers",Pate (n)
"God, the Giver and Preserver of life",Pathien (n)
to worship God,Pathien biek (v)
"church, chapel, house of God",Pathien biekbuk (n)
"a sacred song, a gospel hymn",Pathien hla (n)
the Holy Bible,Pathien lekhabu inthieng (n)
a Godly man,Pathien mi (n)
"a term used to refer to a marriage ordained by God, a wedlock appointed by God",Pathien samsui (adj)
God’s word,Pathien thu (n)
those who obey God’s word (it is for the first time used to refer the new Christian converts),Pathien thuawi (n)
Sunday,Pathienni (n)
"a variety of insect, moth",Pathienpasaihlum (n)
"a young widower, a divorcee man (opposite gender of ‘nuthlawi’)",Pathlawi (n)
three,Pathum (adj)
third,Pathumna (adj)
the name of an edible fungus,Pathur (n)
"a woman who dresses and behaves like a man, a tomboy",Patil (n)
a non-edible fruit bearing plant the fruit of which is use by women to smoothen cotton yarn,Patkhui (n)
"a full grown male, to arrive at the age of puberty, to be of age",Patling (n)
a variety of non-edible mushroom with unbearable pungent smell,Patrok (n)
to wind cotton,Patsai (v)
a bow-shaped cotton winder,Patsaina (n)
the cut off piece of a warp of a woven cloth,Patsum (n)
a Hindi originated term for land document issued by government,Patta (n)
spun cotton on the spindle,Pattui (n)
flax,Patza (n)
cotton thread,Patzai (n)
name of a variety of edible mushroom,Pauithin (n)
a sub clan under Hmar Lawitlang Sungte,Pautu (n)
a middle aged married man,Pavanglai (n)
"to come up to, to reach",Paw (v)
the outside cover,Pawhleu (n)
the seed of a creeper which is used as play thing for children,Pawi (v)
"to have a bad name, to spoil one’s reputation",Pawi (adv)
the Lai tribe,Pawi (n)
"regretful, pitiful (v), to be regretful",Pawi (adj)
children’s play using ‘pawi’,Pawi inkap (n)
"to do harm, to hurt someone, to do mischievous, to harm",Pawi tawk (v)
"harmless, innocent",Pawi tawk lo (adj)
a type of traditional Hmar marriage almost similar to child marriage (see also ‘chongmolak’),Pawibawmchawi (n)
important,Pawimaw (adj)
soft,Pawk (adj)
"straw; class, team, associate, denomination, party, company",Pawl (n)
"to mix with; to have sexual intercourse with, to copulate",Pawl (v)
"a group, a flock, a herd, a pair, a species, a kind; blue, blue colour",Pawl (adj)
the rain which falls soon after or during harvest (November-December),Pawl del ruo (n)
pleasant to associate with,Pawl inhoi (adj)
"to search for the left behinds of a harvest, to glean on the finished harvests",Pawl khawng (v)
"to be friendly with, to have a good rapport with",Pawl ngei (v)
to ostracize,Pawl ser (v)
the time between the harvest and the cold weather,Pawl tlak lai (adj)
to wear or put on commonly,Pawlawt (v)
politics,Pawlitiks (n)
"the main party, the biggest of the group",Pawlpui (n)
"to embrace, to take hold of, to accept, to obey, to give heed to",Pawm (v)
to hold or be with till death but refer to tend to someone (parents) till death,Pawm hlum (v)
to nurse and bring up (a child),Pawm tlei (v)
to agree with,Pawmpui (v)
not thick anymore,Pawn (adj)
"higher in one place than another, swollen, uneven",Pawng (v)
"by force, without paying for (placed before the verb, eg. Pawngsuol = rape, pawng lak = taken by force)",Pawng (adj)
name of children’s play in the evening wherein they hold each other on the back and play,Pawng aw ziel dum (n)
"to act violently, to be arrogant",Pawngnek (v)
be sheer force,Pawngpaw (adv)
the name of a small variety of gourd used as a flask for carrying ‘tibur tui’,Pawngpawrawl (n)
rape,Pawngsuol (n)
"that which is in the open, not hidden, or in the interior",Pawnlang (adj)
"diligent, having no hesitation on any job at hand, serious and painstaking in in one’s work",Pâwnthaw (adj)
"having a hole, perforated",Pawp (adj)
"unkempt, rough, muddy",Pawr (adj)
speak out with a harsh and husked voice,Pawr (adj)
untidy,Pawrche (adj)
"to pull, to drag",Pawt (v)
a Meitei originated term for measurement for paddy equivalent to 2 ‘sangphai’ and approximately 40 kilogram,Pawt (n)
making unnecessary sound,Pawt (v)
"to pull and break (a thread, wire)",Pawt chat (v)
"to pull and stretch (an elastic, a rubber)",Pawt fan (v)
to carry someone else’ items for money,Pawt phur (v)
"a carrier, a porter, a coolie",Pawt phurmi (n)
to destroy by pulling (a paper),Pawt sie (v)
"to tear, to split, to rip up (a cloth, etc)",Pawt thler (v)
a Hmar Khawbung sub clan,Pazamte (n)
give,Pe (v)
to beat about a bush,Pehel (n)
"to throw away, to minus, to subtract",Pei (v)
"ready, to be ready",Pei (adj)
"to have the will, to be willing",Pei (v)
"continuously, right on, one after another",Pei (adv)
"sick, to be sick or unwell",Pei naw (v)
"to throw away, to discard",Peihawn (v)
"to increase or gain (money), to sell at a profit",Peipung (v)
"to give, to offer",Pêk (v)
doing something on behalf of someone else,Pek (adv)
"to pass on, to hand over",Pek sawng (v)
"to give back, to return",Pekkir (v)
a separation or divorce by mutual consent between husband and wife (the husband would not re-claim the bride price he had paid nor the wife would demand ‘man thrungpha’,Peksa chang (n)
"to pass, to pass by, through or out",Pel (v)
hunting of animal,Pél (v)
"a swallow, a house martin",Peleu (n)
"to slip away, to escape",Pelh (v)
dislocated,Pelsol (v)
the name of a fruit bearing plant,Pelte (n)
to migrate from one place or village to another,Pêm (v)
a new migrant in a village or locality,Pêmthar (n)
pen,Pen (n)
"to step, to stride, to pace, a step, a stride, a pace",Pên (v)
"to fillip using the fingers, to strike using only the fingers (in carom games)",Pen (v)
"to turn (to the right or left when walking, etc), (n) a road crossing, a road junction",Pêng (v)
a branch,Peng (n)
"the place where roads, etc, meet, a branch road, an offshoot",Pengna (n)
"a butterfly, a moth",Pengpelep (n)
name of bird,Penguin (n)
pencil,Pensil (n)
pension,Penson (n)
Pentecost,Pentikos (n)
hangover of one’s alcoholic drink of the previous night,Pentrawng (n)
"flat and thin, flat",Pêr (adj)
"to shoot with the pellet bow, to spring up or fly back (as a springy stick, etc)",Per (v)
a variety of fish,Perbuol (n)
"guitar, a hollow guitar",Perkhuong (n)
"low arches of split bamboo so place as to form a fencing to protect a jhoom from wild pigs, boars, etc",Perngo (n)
"pear fruit, naspati",Perthei (n)
to reserve by erecting a ‘cross-shaped’ bamboo split (done in jungles by people to signal that they had reserved that spot or portion for their next jhumland),Perzep (v)
"to graze, to browse, to eat, to dribble",Pet (v)
"kick, to knock against with the lower part of the leg or with foot (eg, football)",Pet (v)
to take a right or left turn from the main path,Pet (v)
going astray (especially from good to bad),Petek (v)
petrol,Petrol (n)
"to spread (as cloth, etc)",Pha (v)
to deny,Pha (v)
"object of or for, cause of, meaning of, reason of or for, means of (eg. Mi thu a awi naw leiin a tuor pha an ta kha – he is now suffering as he is not heeding to advise given to him)",Pha (adv)
to make excuse for (others),Pha pek (v)
a weighing machine; a balance,Phahla (n)
"the name of a reed, elephant grass",Phahram (n)
"plain, low-lying, to be or get low",Phai (adj)
sand,Phaiphin (n)
"the name given to all such musical instruments such as piano, accordion, etc",Phaiphuleng (n)
"the name of a reed which generally grows on bank of rivers, elephant grass",Phairuong (n)
ringworm,Phaithak (n)
an ant,Phaivang (n)
"wind, whirlwind",Phaivuo (n)
"a plain, a low lying plain, a valley, a vale, a dale",Phaizawl (n)
"not yet ripe, astringent, rough (in taste)",Phak (adj)
"to reach, to be able to reach or eat, to attain to, to reach as far as, to arrive at, etc",Phâk (v)
the sparse bamboo plait on which thatches are placed on Hmar traditional roofing,Phakrak (n)
a variety of wild tree,Phaktel (n)
"to allow, to permit, to grant, to let to be willing to give",Phal (v)
"forbidden, prohibited, unlawful",Phal lo (adj)
"winter, the winter",Phalbi (n)
permission,Phalna (n)
"enjoy, to take pleasure in",Phàm (v)
"to knit, to weave",Phan (v)
not thick,Phân (adj)
"to spread out or hold out (the arms or hands on either side), to straighten (the arm), to lift or hold up (the arm), to spread out or open out (as cloth, etc)",Phar (v)
"leprosy, a leper",Phâr (n)
"to desert, to forsake, to betray and leave",Phatsan (v)
a shield,Phaw (n)
"to pull out, to extract",Phawi (v)
"to lift up (when searching something), to turn over",Phawk (v)
"coarse, rough; jovial, fond of joking",Phawk (adj)
to discretely find out someone,Phawk (v)
to be unsettled in one’s mind and therefore unable to apply oneself to work,Phawklek (v)
phone,Phawn (n)
name of a small insect,Phawngphawdetdet (n)
"to take out, to exhume, to reveal",Phawr (v)
"to take out, to exhume, to reveal",Phawrdawk (v)
"to take out, to exhume, to reveal",Phawrsuok (v)
certainly (mostly used in affirmative sentences),Phawt (adv)
"if, if so be, if only",Phawt chun (cnjn)
"twinkling, to flash",Phe (v)
"level, flat, to go along level ground, to go straight on without going up or down, (adv) horizontally, evenly, neither up nor down",Phei (adj)
"name of a trap especially for catching rats, wild fowls, pheasants, etc",Pheikei (n)
poetical term for the foot,Pheikhai (v)
"a boot, a shoe, a clog",Pheikhok (n)
boot polish,Pheikhok hlo (n)
a shoe brush,Pheikhok nawtna (n)
a simple musical instrument made from bamboo,Pheiphit (n)
poetical word for the upper leg or thigh,Pheiphung (n)
the name of a one-legged ghost (evil spirit) believes to exist in the pre-Christian era Hmar society,Pheisam (n)
"winning a ‘pheisam’, caught hold of ‘pheisam’ or a sudden and unexpected luck or prosperity (Pheisam - a one-legged ghost often falls down while walking. Those kind hearted human who help him stand up to walk again are blessed with whatever things they wish for. Hence, the term ‘pheisam man’ is coined when someone who unexpectedly and in a short period of time becomes rich.",Pheisam man (adj)
the leather strap used in hand weaving,Pheivon (n)
"flat and thin; a page, a sheet, a slice, a slab, to be flat and thin",Phek (adj)
name of a tree,Phekphe (n)
"to split, to cut in halves",Phel (v)
to open up,Phen (v)
"to get behind, to take shelter behind",Phen (adj)
messy,Phen phun (adv)
"in shelter of, under the lee of, behind",Phenah (adv)
to be in pain and about to cry,Pheng (v)
a mat,Pher (n)
scattered here and there,Pherh (adj)
the name of a bamboo mat,Pherphek (n)
name of wild tree,Pherthing (n)
to pull down from the bottom,Phet thlu (v)
"sparsely, here and there",Pheu pheu (adv)
to wash (the face),Phi (v)
"a strong word expressing anger, scorn, etc",Phiengsen (adj)
"to knit, to plait, to be entangled (hair), to plan against, to conspire against (human)",Phier (v)
to bind or tie the hands behind the back,Phierhnungkhir (v)
"to plot against secretly, to conspire secretly",Phierru (v)
conspiracy,Phierrukna (n)
busy,Phihli (adj)
"the main accuse, the culprit",Phikhawi (n)
"to steal and kill an animal or fowls, etc for eating or sacrifice, to murder secretly, to assassinate",Phil (v)
"the abdomen, the belly",Phing (n)
pot belly,Phingbel (adj)
stomached,Phingna (adj)
the stomach,Phingpui (n)
gastroenteritis,Phingpuina (n)
"a stomach or bowel disorder, a gastric problem",Phingsip (n)
"hungry, hunger, to be hungry",Phingtram (adj)
"to forked, to gore, to pierce",Phir (v)
"twin, double",Phîr (n)
"powder, scurf, (n) powdery, finely powdered, floury",Phit (adj)
to sweep (using broom),Phît (v)
the mantle of a lamp,Phita (n)
"to lift up on end, to raise, to turn over (as page of book, etc)",Phok (v)
coarse or rough in nature and behaviour (human),Phok (adj)
"to expose, to bring out in the open",Pholang (v)
a landmark,Pholeng (n)
to make or set up a landmark,Pholeng tar (v)
"to take off (as a cover, hat, etc), to come or fall off, to open up a bit",Phong (v)
"to take out, to exhume",Phor (v)
"to take out, to exhume, to reveal",Phordawk (v)
"to take out, to exhume, to reveal",Phorsuok (v)
"certainly; for a moment, for a while; temporarily",Phot (adv)
"if, if so be, if only",Phot chun (cnjn)
"suitable, to suit, worthy, deserved, to be suited",Phu (adj)
"to beat (as heart, etc)",Phu (v)
"unsuitable, to be unworthy, unsustainable",Phu lo (adj)
"to be surprised or startled, to jump with surprise",Phu zok (adv)
"revenge, retribution, vengeance",Phuba (n)
"to avenge, to take revenge, vengeance",Phuba lak (v)
"scales (of fish, sores, etc)",Phuhlip (n)
a variety of winged ant,Phuhlum (n)
"to fill in, to relieve or supply (an immediate or specific want)",Phuhruk (v)
"closely woven, free from holes, airtight to be closely woven, etc., firmly, thoroughly, closely, etc",Phui (adj)
name of a red flower plant that grows among wild shrubs,Phuibim (n)
"in a systematic manner, in a proper way; prosperous",Phuisui (adv)
to sprinkle,Phul (v)
"to froth, to bubble up, to effervesce",Phul (n)
an open tract of country generally covered with grass and with few or no trees,Phûl (n)
the name of a species of bamboo,Phûl ruo (n)
"to bury, to dip",Phûm (v)
"to plant, to set up by burying one end in the ground",Phun (v)
"to mutter, to murmur, to talk to one's self, to grumble, to find fault with",Phun (v)
"grumbling, complaining",Phunchier (adj)
the name of a tree yielding a cotton reel flower that mostly grows on flat and plain areas and often regard as a by-product of obedience,Phunchong (n)
ordinary,Phung (adj)
a cruel one-eyed she ghost believes to have a peculiar physique that used to walk on top of large trees in the deep jungles,Phûng (n)
blood relatives,Phung le chang (n)
"those believes to be harmed by ‘phung’; an epilepsy, a person subject to epileptic fits, to have an epileptic fit",Phûng zawl (n)
"to help, to assist, to succour",Phungbawm (v)
ordinary friends and relatives,Phungleng (adj)
"the mother of ghost, etc",Phungpuinu (n)
near and dear ones by blood or by being a neighbour,Phungruol (n)
shaking or rolling in uneven and rough manner,Phungsor (v)
"to whisper, to mutter, to murmur, to talk to one's self",Phunnawi (v)
the dust particles prepared to lit a fire; saw dust,Phuoi (n)
a variety of wild tree,Phuoithing (n)
"to compose, to make up, to name",Phuok (v)
"make up (out of one’s own mind) to compose, to improvise",Phuokfawm (v)
"one who composes (a song), a composer",Phuoktu (n)
"froth, lather, scum, foam, (v) to froth, etc",Phuon (n)
"tighten, of being under severance or set aside",Phuor (n)
to carry on the back (as load),Phur (v)
cutting down (of a tree),Phûr (v)
"eager, enthusiastic",Phür (n)
the time during May (thlaphur) & June (thlado) and an important period for a Hmar jhum cycle,Phurledoinkei hun (n)
a rain that falls during May (thlaphur) & June (thlado),Phurledoinkei ruo (n)
"burden, a heavy load",Phurrik (adj)
"a ringleader, main player of any event or situation",Phusa (n)
"beginning, start",Phut (n)
"suddenly happening, unexpected",Phut (adv)
"to demand, to ask for, to hint at",Phût (v)
"to demand forcefully, to force into service",Phûtlui (adv)
"to boast of, to brag, show off, talk big",Phutrani (v)
"a grandmother, a maternal uncle's wife or daughter; madam, term use to show respect to women",Pi (n)
"grandmothers and grandfathers, forefathers, ancestors",Pi le pu (n)
the name of girl’s play,Pi pe sainawka (n)
"poetical term for earth, soil",Piellei (n)
the barrel (of a gun),Piellung (n)
the paradise,Pielral (n)
the name of a fruit bearing plant,Pielte (n)
a Hmar Khawlhring sub clan,Pieltel (n)
a large flat and slippery rock,Pielthleng (n)
a large smooth rock,Pieltlep (n)
a sub clan under Hmar Lawitlang Sungte,Pieltu (n)
born,Pieng (v)
"shape, mode, figure",Pieng dan (n)
parents or predecessor; where one is born and grows up,Pieng le murna (adv)
birthday,Piengchampha (n)
"that which one is innate, inborn",Piengken (n)
"native land, motherland",Piengna ram (n)
physique,Piengphung (n)
"handicapped, disabled (differently able)",Piengphunga ruol banlo (n)
same blood brother or sister,Piengpui (n)
"maimed, deformed",Piengsuol (n)
born again (a term originated and common with Christian faith),Piengthar (v)
"rights, one’s rights, privileges, human rights",Piengvo (n)
thick,Pik (adj)
"problematic, difficulty, etc",Pikhawi (n)
the name of a species of fly,Pikhuoizu (n)
picnic,Piknik (v)
"soil, earth",Pil (n)
to sink,Pil (v)
"a clot, a lump of earth",Pil tlang (n)
to disappear from sight,Pilhmang (v)
"clay, mud",Pilpok (n)
remote,Pilril (adj)
"a soft soil produced by ‘leithra’, a small white ant",Pilso (n)
dust,Pilvut (n)
dust (suspended in the air),Pilvut khu (n)
a safety pin,Pin (n)
"a room, a cabin, a chamber",Pindan (n)
"closed up, to close up, to be closed up, free from holes",Ping (adj)
a variety of adlay millet or Job’s tears,Pingpi (n)
a swing,Pipu (n)
to take a small quantity of anything with the finger or knife,Pir (v)
a small conical land snail,Piring (n)
office,Pisa (n)
